Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,91681,1.37746,15,145,,,INTERNET,2015 ,Diciembre
NARANJAS,35181,40775,116,043,,,INTERNET,2015 ,Diciembre
MANDARINAS,11256,12683,113,041,,,INTERNET,2015 ,Diciembre
LIMONES,2577,4679,182,02,,,INTERNET,2015 ,Diciembre
PLATANOS,11946,17109,143,053,,,INTERNET,2015 ,Diciembre
MANZANAS,7504,10290,137,034,,,INTERNET,2015 ,Diciembre
PERAS,4666,5616,12,028,,,INTERNET,2015 ,Diciembre
MELOCOTONES,000,000,0,0,,,INTERNET,2015 ,Diciembre
NECTARINAS,000,000,0,0,,,INTERNET,2015 ,Diciembre
ALBARICOQUES,153,150,098,001,,,INTERNET,2015 ,Diciembre
FRESAS/FRESON,000,000,0,0,,,INTERNET,2015 ,Diciembre
MELON,1784,3767,211,005,,,INTERNET,2015 ,Diciembre
SANDIA,000,000,0,0,,,INTERNET,2015 ,Diciembre
CIRUELAS,000,000,0,0,,,INTERNET,2015 ,Diciembre
CEREZAS,000,000,0,0,,,INTERNET,2015 ,Diciembre
UVAS,3709,8112,219,024,,,INTERNET,2015 ,Diciembre
KIWI,3839,14861,387,011,,,INTERNET,2015 ,Diciembre
AGUACATE,744,2262,304,01,,,INTERNET,2015 ,Diciembre
PIÑA,2174,2855,131,008,,,INTERNET,2015 ,Diciembre
OTRAS FRUTAS FRESCAS,6148,14587,237,039,,,INTERNET,2015 ,Diciembre
FRUTAS IV GAMA,1032,2769,268,014,,,INTERNET,2015 ,Diciembre
