Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.90467,3.54940,186,306,,,INTERNET,2019 ,Abril
NARANJAS,60534,67438,111,076,,,INTERNET,2019 ,Abril
MANDARINAS,9698,18529,191,052,,,INTERNET,2019 ,Abril
LIMONES,3383,5032,149,019,,,INTERNET,2019 ,Abril
PLATANOS,28522,53088,186,125,,,INTERNET,2019 ,Abril
MANZANAS,30354,49129,162,138,,,INTERNET,2019 ,Abril
PERAS,9013,14851,165,058,,,INTERNET,2019 ,Abril
MELOCOTONES,130,648,5,002,,,INTERNET,2019 ,Abril
NECTARINAS,000,000,0,0,,,INTERNET,2019 ,Abril
ALBARICOQUES,000,000,0,0,,,INTERNET,2019 ,Abril
FRESAS/FRESON,18714,48380,259,094,,,INTERNET,2019 ,Abril
MELON,760,2531,333,002,,,INTERNET,2019 ,Abril
SANDIA,1870,3712,198,006,,,INTERNET,2019 ,Abril
CIRUELAS,4314,13631,316,016,,,INTERNET,2019 ,Abril
CEREZAS,000,000,0,0,,,INTERNET,2019 ,Abril
UVAS,1650,8153,494,012,,,INTERNET,2019 ,Abril
KIWI,7228,21183,293,034,,,INTERNET,2019 ,Abril
AGUACATE,6860,27021,394,062,,,INTERNET,2019 ,Abril
PIÑA,3923,8546,218,019,,,INTERNET,2019 ,Abril
OTRAS FRUTAS FRESCAS,3516,13067,372,025,,,INTERNET,2019 ,Abril
POMELO,2120,4217,199,007,,,INTERNET,2019 ,Abril
CHIRIMOYA,000,000,0,0,,,INTERNET,2019 ,Abril
MANGO,305,811,266,001,,,INTERNET,2019 ,Abril
FRUTAS IV GAMA,4741,9944,21,026,,,INTERNET,2019 ,Abril
