Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.46392,2.12736,145,188,,,INTERNET,2016 ,Abril
NARANJAS,68362,78546,115,074,,,INTERNET,2016 ,Abril
MANDARINAS,8521,15963,187,029,,,INTERNET,2016 ,Abril
LIMONES,3527,7782,221,03,,,INTERNET,2016 ,Abril
PLATANOS,20261,27302,135,091,,,INTERNET,2016 ,Abril
MANZANAS,12873,19459,151,052,,,INTERNET,2016 ,Abril
PERAS,6816,10158,149,032,,,INTERNET,2016 ,Abril
MELOCOTONES,000,000,0,0,,,INTERNET,2016 ,Abril
NECTARINAS,433,1010,233,003,,,INTERNET,2016 ,Abril
ALBARICOQUES,000,000,0,0,,,INTERNET,2016 ,Abril
FRESAS/FRESON,11560,24123,209,045,,,INTERNET,2016 ,Abril
MELON,2572,3756,146,007,,,INTERNET,2016 ,Abril
SANDIA,2113,3062,145,004,,,INTERNET,2016 ,Abril
CIRUELAS,000,000,0,0,,,INTERNET,2016 ,Abril
CEREZAS,000,000,0,0,,,INTERNET,2016 ,Abril
UVAS,322,1609,499,004,,,INTERNET,2016 ,Abril
KIWI,3431,7757,226,027,,,INTERNET,2016 ,Abril
AGUACATE,1061,3931,371,011,,,INTERNET,2016 ,Abril
PIÑA,2465,2898,118,01,,,INTERNET,2016 ,Abril
OTRAS FRUTAS FRESCAS,2076,5381,259,015,,,INTERNET,2016 ,Abril
FRUTAS IV GAMA,1000,2505,25,006,,,INTERNET,2016 ,Abril
