Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,2.18248,3.25678,149,26,,,INTERNET,2019 ,Julio
NARANJAS,22212,21925,099,036,,,INTERNET,2019 ,Julio
MANDARINAS,2655,7624,287,017,,,INTERNET,2019 ,Julio
LIMONES,13647,21856,16,059,,,INTERNET,2019 ,Julio
PLATANOS,19201,29356,153,115,,,INTERNET,2019 ,Julio
MANZANAS,8301,12934,156,032,,,INTERNET,2019 ,Julio
PERAS,3155,5568,176,026,,,INTERNET,2019 ,Julio
MELOCOTONES,11870,19753,166,063,,,INTERNET,2019 ,Julio
NECTARINAS,4630,7433,161,022,,,INTERNET,2019 ,Julio
ALBARICOQUES,3066,8884,29,028,,,INTERNET,2019 ,Julio
FRESAS/FRESON,1026,6183,603,005,,,INTERNET,2019 ,Julio
MELON,35319,33479,095,079,,,INTERNET,2019 ,Julio
SANDIA,61865,65613,106,083,,,INTERNET,2019 ,Julio
CIRUELAS,712,1350,19,005,,,INTERNET,2019 ,Julio
CEREZAS,4991,18392,368,037,,,INTERNET,2019 ,Julio
UVAS,825,1584,192,006,,,INTERNET,2019 ,Julio
KIWI,5816,20982,361,018,,,INTERNET,2019 ,Julio
AGUACATE,3232,15086,467,027,,,INTERNET,2019 ,Julio
PIÑA,2642,4580,173,01,,,INTERNET,2019 ,Julio
OTRAS FRUTAS FRESCAS,13084,23099,177,063,,,INTERNET,2019 ,Julio
POMELO,5346,5349,1,016,,,INTERNET,2019 ,Julio
CHIRIMOYA,000,000,0,0,,,INTERNET,2019 ,Julio
MANGO,173,458,265,001,,,INTERNET,2019 ,Julio
FRUTAS IV GAMA,33576,53461,159,045,,,INTERNET,2019 ,Julio
