Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.30552,2.01964,155,146,,,INTERNET,2016 ,Septiembre
NARANJAS,27376,35794,131,027,,,INTERNET,2016 ,Septiembre
MANDARINAS,1005,1740,173,007,,,INTERNET,2016 ,Septiembre
LIMONES,4852,11114,229,018,,,INTERNET,2016 ,Septiembre
PLATANOS,15693,22023,14,063,,,INTERNET,2016 ,Septiembre
MANZANAS,15922,22184,139,066,,,INTERNET,2016 ,Septiembre
PERAS,4063,5529,136,026,,,INTERNET,2016 ,Septiembre
MELOCOTONES,6898,11270,163,036,,,INTERNET,2016 ,Septiembre
NECTARINAS,4842,6012,124,023,,,INTERNET,2016 ,Septiembre
ALBARICOQUES,000,000,0,0,,,INTERNET,2016 ,Septiembre
FRESAS/FRESON,088,490,56,001,,,INTERNET,2016 ,Septiembre
MELON,12460,8148,065,022,,,INTERNET,2016 ,Septiembre
SANDIA,12418,7808,063,012,,,INTERNET,2016 ,Septiembre
CIRUELAS,1588,3479,219,017,,,INTERNET,2016 ,Septiembre
CEREZAS,649,707,109,003,,,INTERNET,2016 ,Septiembre
UVAS,2357,4980,211,015,,,INTERNET,2016 ,Septiembre
KIWI,9258,31013,335,014,,,INTERNET,2016 ,Septiembre
AGUACATE,447,1577,353,01,,,INTERNET,2016 ,Septiembre
PIÑA,167,500,3,001,,,INTERNET,2016 ,Septiembre
OTRAS FRUTAS FRESCAS,10472,27597,264,035,,,INTERNET,2016 ,Septiembre
FRUTAS IV GAMA,1409,2255,16,01,,,INTERNET,2016 ,Septiembre
