Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,97835,1.36162,139,17,,,INTERNET,2014 ,Octubre
NARANJAS,30221,27951,092,032,,,INTERNET,2014 ,Octubre
MANDARINAS,5971,10105,169,028,,,INTERNET,2014 ,Octubre
LIMONES,2332,4535,194,013,,,INTERNET,2014 ,Octubre
PLATANOS,8957,13537,151,052,,,INTERNET,2014 ,Octubre
MANZANAS,13540,16981,125,047,,,INTERNET,2014 ,Octubre
PERAS,5118,6469,126,036,,,INTERNET,2014 ,Octubre
MELOCOTONES,4239,7429,175,017,,,INTERNET,2014 ,Octubre
ALBARICOQUES,329,658,2,005,,,INTERNET,2014 ,Octubre
FRESAS/FRESON,000,000,0,0,,,INTERNET,2014 ,Octubre
MELON,7687,5010,065,011,,,INTERNET,2014 ,Octubre
SANDIA,353,279,079,001,,,INTERNET,2014 ,Octubre
CIRUELAS,1813,2551,141,017,,,INTERNET,2014 ,Octubre
CEREZAS,1860,4650,25,006,,,INTERNET,2014 ,Octubre
UVAS,716,1267,177,005,,,INTERNET,2014 ,Octubre
KIWI,2691,9253,344,021,,,INTERNET,2014 ,Octubre
AGUACATE,1251,3066,245,008,,,INTERNET,2014 ,Octubre
PIÑA,4321,9617,223,023,,,INTERNET,2014 ,Octubre
OTRAS FRUTAS FRESCAS,6437,12803,199,034,,,INTERNET,2014 ,Octubre
FRUTAS IV GAMA,2659,6169,232,018,,,INTERNET,2014 ,Octubre
FRUTAS ECOLOGICAS,25604,20311,079,008,,,INTERNET,2014 ,Octubre
