Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.18472,1.79888,152,182,,,INTERNET,2018 ,Agosto
NARANJAS,15421,21584,14,045,,,INTERNET,2018 ,Agosto
MANDARINAS,000,000,0,0,,,INTERNET,2018 ,Agosto
LIMONES,11304,26938,238,025,,,INTERNET,2018 ,Agosto
PLATANOS,11181,22307,2,06,,,INTERNET,2018 ,Agosto
MANZANAS,6623,14313,216,026,,,INTERNET,2018 ,Agosto
PERAS,1568,2195,14,006,,,INTERNET,2018 ,Agosto
MELOCOTONES,4997,8190,164,025,,,INTERNET,2018 ,Agosto
NECTARINAS,4551,6992,154,028,,,INTERNET,2018 ,Agosto
ALBARICOQUES,155,355,229,003,,,INTERNET,2018 ,Agosto
FRESAS/FRESON,201,689,343,002,,,INTERNET,2018 ,Agosto
MELON,21882,20758,095,054,,,INTERNET,2018 ,Agosto
SANDIA,26816,16255,061,037,,,INTERNET,2018 ,Agosto
CIRUELAS,3056,7923,259,015,,,INTERNET,2018 ,Agosto
CEREZAS,1394,4298,308,01,,,INTERNET,2018 ,Agosto
UVAS,1918,6492,338,018,,,INTERNET,2018 ,Agosto
KIWI,1793,7172,4,014,,,INTERNET,2018 ,Agosto
AGUACATE,893,3412,382,012,,,INTERNET,2018 ,Agosto
PIÑA,959,1331,139,006,,,INTERNET,2018 ,Agosto
OTRAS FRUTAS FRESCAS,3761,8685,231,017,,,INTERNET,2018 ,Agosto
POMELO,000,000,0,0,,,INTERNET,2018 ,Agosto
CHIRIMOYA,000,000,0,0,,,INTERNET,2018 ,Agosto
FRUTAS IV GAMA,4110,5083,124,017,,,INTERNET,2018 ,Agosto
