Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.03282,1.57153,152,139,,,INTERNET,2015 ,Abril
NARANJAS,41676,51182,123,038,,,INTERNET,2015 ,Abril
MANDARINAS,4685,6182,132,016,,,INTERNET,2015 ,Abril
LIMONES,2528,4412,174,017,,,INTERNET,2015 ,Abril
PLATANOS,12907,17645,137,066,,,INTERNET,2015 ,Abril
MANZANAS,12403,17833,144,042,,,INTERNET,2015 ,Abril
PERAS,8692,12597,145,037,,,INTERNET,2015 ,Abril
MELOCOTONES,103,090,088,002,,,INTERNET,2015 ,Abril
NECTARINAS,354,706,199,001,,,INTERNET,2015 ,Abril
ALBARICOQUES,000,000,0,0,,,INTERNET,2015 ,Abril
FRESAS/FRESON,10872,21534,198,055,,,INTERNET,2015 ,Abril
MELON,498,742,149,001,,,INTERNET,2015 ,Abril
SANDIA,578,1010,175,001,,,INTERNET,2015 ,Abril
CIRUELAS,235,420,179,003,,,INTERNET,2015 ,Abril
CEREZAS,000,000,0,0,,,INTERNET,2015 ,Abril
UVAS,371,2217,598,004,,,INTERNET,2015 ,Abril
KIWI,3100,9767,315,016,,,INTERNET,2015 ,Abril
AGUACATE,1192,5479,46,006,,,INTERNET,2015 ,Abril
PIÑA,1991,2756,138,005,,,INTERNET,2015 ,Abril
OTRAS FRUTAS FRESCAS,1096,2581,235,007,,,INTERNET,2015 ,Abril
FRUTAS IV GAMA,663,1313,198,004,,,INTERNET,2015 ,Abril
