Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.39110,2.18806,157,184,,,INTERNET,2016 ,Junio
NARANJAS,22302,22948,103,038,,,INTERNET,2016 ,Junio
MANDARINAS,544,378,07,002,,,INTERNET,2016 ,Junio
LIMONES,4738,8736,184,029,,,INTERNET,2016 ,Junio
PLATANOS,21641,33489,155,1,,,INTERNET,2016 ,Junio
MANZANAS,14325,23321,163,047,,,INTERNET,2016 ,Junio
PERAS,3858,5534,143,017,,,INTERNET,2016 ,Junio
MELOCOTONES,5576,14496,26,026,,,INTERNET,2016 ,Junio
NECTARINAS,4098,8418,205,019,,,INTERNET,2016 ,Junio
ALBARICOQUES,4865,10434,214,029,,,INTERNET,2016 ,Junio
FRESAS/FRESON,445,1612,362,002,,,INTERNET,2016 ,Junio
MELON,19278,22839,118,035,,,INTERNET,2016 ,Junio
SANDIA,24406,21938,09,042,,,INTERNET,2016 ,Junio
CIRUELAS,000,000,0,0,,,INTERNET,2016 ,Junio
CEREZAS,4956,19498,393,033,,,INTERNET,2016 ,Junio
UVAS,1224,3740,306,006,,,INTERNET,2016 ,Junio
KIWI,2549,7239,284,016,,,INTERNET,2016 ,Junio
AGUACATE,393,2433,618,007,,,INTERNET,2016 ,Junio
PIÑA,367,1255,342,004,,,INTERNET,2016 ,Junio
OTRAS FRUTAS FRESCAS,3544,10499,296,026,,,INTERNET,2016 ,Junio
FRUTAS IV GAMA,3240,6181,191,012,,,INTERNET,2016 ,Junio
