Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.16342,1.67103,144,19,,,INTERNET,2015 ,Febrero
NARANJAS,41475,39989,096,043,,,INTERNET,2015 ,Febrero
MANDARINAS,7832,11748,15,027,,,INTERNET,2015 ,Febrero
LIMONES,1909,2988,157,019,,,INTERNET,2015 ,Febrero
PLATANOS,16115,25326,157,084,,,INTERNET,2015 ,Febrero
MANZANAS,21942,26796,122,084,,,INTERNET,2015 ,Febrero
PERAS,8641,11960,138,038,,,INTERNET,2015 ,Febrero
MELOCOTONES,000,000,0,0,,,INTERNET,2015 ,Febrero
ALBARICOQUES,000,000,0,0,,,INTERNET,2015 ,Febrero
FRESAS/FRESON,5072,18383,362,033,,,INTERNET,2015 ,Febrero
MELON,000,000,0,0,,,INTERNET,2015 ,Febrero
SANDIA,993,1977,199,002,,,INTERNET,2015 ,Febrero
CIRUELAS,000,000,0,0,,,INTERNET,2015 ,Febrero
CEREZAS,000,000,0,0,,,INTERNET,2015 ,Febrero
UVAS,357,1884,528,004,,,INTERNET,2015 ,Febrero
KIWI,6459,16533,256,035,,,INTERNET,2015 ,Febrero
AGUACATE,328,1113,339,005,,,INTERNET,2015 ,Febrero
PIÑA,3200,4168,13,012,,,INTERNET,2015 ,Febrero
OTRAS FRUTAS FRESCAS,2019,4238,21,014,,,INTERNET,2015 ,Febrero
FRUTAS IV GAMA,4173,7177,172,007,,,INTERNET,2015 ,Febrero
FRUTAS ECOLOGICAS,6755,11246,166,008,,,INTERNET,2015 ,Febrero
