Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.19721,1.37639,115,156,,,INTERNET,2014 ,Julio
NARANJAS,15222,14145,093,025,,,INTERNET,2014 ,Julio
MANDARINAS,422,948,225,002,,,INTERNET,2014 ,Julio
LIMONES,630,1087,173,006,,,INTERNET,2014 ,Julio
PLATANOS,11220,13864,124,065,,,INTERNET,2014 ,Julio
MANZANAS,12036,18775,156,032,,,INTERNET,2014 ,Julio
PERAS,3843,5330,139,018,,,INTERNET,2014 ,Julio
MELOCOTONES,12231,15230,125,046,,,INTERNET,2014 ,Julio
ALBARICOQUES,590,2001,339,007,,,INTERNET,2014 ,Julio
FRESAS/FRESON,000,000,0,0,,,INTERNET,2014 ,Julio
MELON,15178,9791,065,04,,,INTERNET,2014 ,Julio
SANDIA,25273,12134,048,025,,,INTERNET,2014 ,Julio
CIRUELAS,385,381,099,003,,,INTERNET,2014 ,Julio
CEREZAS,4466,13392,3,021,,,INTERNET,2014 ,Julio
UVAS,1599,3440,215,004,,,INTERNET,2014 ,Julio
KIWI,2259,6191,274,019,,,INTERNET,2014 ,Julio
AGUACATE,241,656,272,002,,,INTERNET,2014 ,Julio
PIÑA,1926,2831,147,007,,,INTERNET,2014 ,Julio
OTRAS FRUTAS FRESCAS,12200,17444,143,061,,,INTERNET,2014 ,Julio
FRUTAS IV GAMA,1329,860,065,003,,,INTERNET,2014 ,Julio
FRUTAS ECOLOGICAS,8652,8657,1,021,,,INTERNET,2014 ,Julio
