Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.13528,1.88027,166,207,,,INTERNET,2016 ,Marzo
NARANJAS,28139,31469,112,047,,,INTERNET,2016 ,Marzo
MANDARINAS,12791,20685,162,04,,,INTERNET,2016 ,Marzo
LIMONES,3587,7268,203,029,,,INTERNET,2016 ,Marzo
PLATANOS,18766,27659,147,09,,,INTERNET,2016 ,Marzo
MANZANAS,18961,26081,138,069,,,INTERNET,2016 ,Marzo
PERAS,7033,9419,134,038,,,INTERNET,2016 ,Marzo
MELOCOTONES,000,000,0,0,,,INTERNET,2016 ,Marzo
NECTARINAS,533,2658,499,002,,,INTERNET,2016 ,Marzo
ALBARICOQUES,000,000,0,0,,,INTERNET,2016 ,Marzo
FRESAS/FRESON,10212,28458,279,058,,,INTERNET,2016 ,Marzo
MELON,1719,3308,192,008,,,INTERNET,2016 ,Marzo
SANDIA,703,1217,173,001,,,INTERNET,2016 ,Marzo
CIRUELAS,785,2420,308,004,,,INTERNET,2016 ,Marzo
CEREZAS,702,554,079,002,,,INTERNET,2016 ,Marzo
UVAS,158,944,598,001,,,INTERNET,2016 ,Marzo
KIWI,4785,10493,219,027,,,INTERNET,2016 ,Marzo
AGUACATE,2985,9807,329,018,,,INTERNET,2016 ,Marzo
PIÑA,653,1718,263,003,,,INTERNET,2016 ,Marzo
OTRAS FRUTAS FRESCAS,1016,3870,381,006,,,INTERNET,2016 ,Marzo
FRUTAS IV GAMA,4743,16016,338,032,,,INTERNET,2016 ,Marzo
