Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.39234,2.09034,15,178,,,INTERNET,2015 ,Septiembre
NARANJAS,13967,20230,145,024,,,INTERNET,2015 ,Septiembre
MANDARINAS,000,000,0,0,,,INTERNET,2015 ,Septiembre
LIMONES,11862,26811,226,034,,,INTERNET,2015 ,Septiembre
PLATANOS,13602,19877,146,079,,,INTERNET,2015 ,Septiembre
MANZANAS,9123,11567,127,053,,,INTERNET,2015 ,Septiembre
PERAS,4314,6622,154,03,,,INTERNET,2015 ,Septiembre
MELOCOTONES,11365,20401,18,064,,,INTERNET,2015 ,Septiembre
NECTARINAS,5072,7310,144,031,,,INTERNET,2015 ,Septiembre
ALBARICOQUES,255,363,142,001,,,INTERNET,2015 ,Septiembre
FRESAS/FRESON,433,2207,51,006,,,INTERNET,2015 ,Septiembre
MELON,18915,13897,073,015,,,INTERNET,2015 ,Septiembre
SANDIA,8893,7711,087,018,,,INTERNET,2015 ,Septiembre
CIRUELAS,5490,8398,153,011,,,INTERNET,2015 ,Septiembre
CEREZAS,076,871,1143,001,,,INTERNET,2015 ,Septiembre
UVAS,25309,36474,144,024,,,INTERNET,2015 ,Septiembre
KIWI,3418,11100,325,025,,,INTERNET,2015 ,Septiembre
AGUACATE,466,1745,374,006,,,INTERNET,2015 ,Septiembre
PIÑA,1190,1854,156,005,,,INTERNET,2015 ,Septiembre
OTRAS FRUTAS FRESCAS,5484,11594,211,021,,,INTERNET,2015 ,Septiembre
FRUTAS IV GAMA,359,935,26,002,,,INTERNET,2015 ,Septiembre
