Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,1.97844,3.65860,185,28,,,INTERNET,2019 ,Noviembre
NARANJAS,58839,75633,129,079,,,INTERNET,2019 ,Noviembre
MANDARINAS,26023,49749,191,068,,,INTERNET,2019 ,Noviembre
LIMONES,7887,15965,202,044,,,INTERNET,2019 ,Noviembre
PLATANOS,32659,58777,18,122,,,INTERNET,2019 ,Noviembre
MANZANAS,20051,33729,168,085,,,INTERNET,2019 ,Noviembre
PERAS,9211,14619,159,045,,,INTERNET,2019 ,Noviembre
MELOCOTONES,000,000,0,0,,,INTERNET,2019 ,Noviembre
NECTARINAS,000,000,0,0,,,INTERNET,2019 ,Noviembre
ALBARICOQUES,000,000,0,0,,,INTERNET,2019 ,Noviembre
FRESAS/FRESON,806,5281,655,008,,,INTERNET,2019 ,Noviembre
MELON,5708,8014,14,011,,,INTERNET,2019 ,Noviembre
SANDIA,193,346,179,002,,,INTERNET,2019 ,Noviembre
CIRUELAS,1273,3279,258,008,,,INTERNET,2019 ,Noviembre
CEREZAS,000,000,0,0,,,INTERNET,2019 ,Noviembre
UVAS,7354,20569,28,043,,,INTERNET,2019 ,Noviembre
KIWI,5332,18579,348,039,,,INTERNET,2019 ,Noviembre
AGUACATE,3455,14657,424,039,,,INTERNET,2019 ,Noviembre
PIÑA,2137,2354,11,005,,,INTERNET,2019 ,Noviembre
OTRAS FRUTAS FRESCAS,16916,44307,262,071,,,INTERNET,2019 ,Noviembre
POMELO,444,782,176,003,,,INTERNET,2019 ,Noviembre
CHIRIMOYA,000,000,0,0,,,INTERNET,2019 ,Noviembre
MANGO,1788,6814,381,013,,,INTERNET,2019 ,Noviembre
FRUTAS IV GAMA,10708,23545,22,028,,,INTERNET,2019 ,Noviembre
