Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,36.26739,63.81140,176,2714,,,HIPERMERCADOS,2020 ,Mayo
NARANJAS,8.18537,9.94407,121,748,,,HIPERMERCADOS,2020 ,Mayo
MANDARINAS,64889,1.32572,204,235,,,HIPERMERCADOS,2020 ,Mayo
LIMONES,80180,1.65426,206,433,,,HIPERMERCADOS,2020 ,Mayo
PLATANOS,6.51499,9.09891,14,1463,,,HIPERMERCADOS,2020 ,Mayo
MANZANAS,3.85718,6.15391,16,966,,,HIPERMERCADOS,2020 ,Mayo
PERAS,1.73170,3.31949,192,582,,,HIPERMERCADOS,2020 ,Mayo
MELOCOTONES,61375,1.41845,231,237,,,HIPERMERCADOS,2020 ,Mayo
NECTARINAS,47854,1.13584,237,216,,,HIPERMERCADOS,2020 ,Mayo
ALBARICOQUES,48003,1.25674,262,27,,,HIPERMERCADOS,2020 ,Mayo
FRESAS/FRESON,2.57135,6.52524,254,1042,,,HIPERMERCADOS,2020 ,Mayo
MELON,2.03588,3.33630,164,416,,,HIPERMERCADOS,2020 ,Mayo
SANDIA,4.06332,4.65513,115,465,,,HIPERMERCADOS,2020 ,Mayo
CIRUELAS,12155,41498,341,098,,,HIPERMERCADOS,2020 ,Mayo
CEREZAS,16312,73133,448,105,,,HIPERMERCADOS,2020 ,Mayo
UVAS,30179,1.02277,339,152,,,HIPERMERCADOS,2020 ,Mayo
KIWI,1.17317,4.34076,37,471,,,HIPERMERCADOS,2020 ,Mayo
AGUACATE,65564,2.61149,398,402,,,HIPERMERCADOS,2020 ,Mayo
PIÑA,53384,80878,152,146,,,HIPERMERCADOS,2020 ,Mayo
OTRAS FRUTAS FRESCAS,1.33546,4.05724,304,613,,,HIPERMERCADOS,2020 ,Mayo
POMELO,14680,25042,171,035,,,HIPERMERCADOS,2020 ,Mayo
CHIRIMOYA,376,2588,689,004,,,HIPERMERCADOS,2020 ,Mayo
MANGO,25500,74345,292,141,,,HIPERMERCADOS,2020 ,Mayo
FRUTAS IV GAMA,1.49701,2.69440,18,358,,,HIPERMERCADOS,2020 ,Mayo
