Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,37.52234,44.72994,119,2693,,,HIPERMERCADOS,2015 ,Julio
NARANJAS,2.79785,3.07017,11,383,,,HIPERMERCADOS,2015 ,Julio
MANDARINAS,8692,13819,159,054,,,HIPERMERCADOS,2015 ,Julio
LIMONES,65040,1.14093,175,392,,,HIPERMERCADOS,2015 ,Julio
PLATANOS,3.25434,4.18359,129,1142,,,HIPERMERCADOS,2015 ,Julio
MANZANAS,2.71514,3.82115,141,884,,,HIPERMERCADOS,2015 ,Julio
PERAS,93068,1.59788,172,462,,,HIPERMERCADOS,2015 ,Julio
MELOCOTONES,2.65388,4.10756,155,833,,,HIPERMERCADOS,2015 ,Julio
NECTARINAS,2.42433,3.45761,143,675,,,HIPERMERCADOS,2015 ,Julio
ALBARICOQUES,51489,1.09072,212,32,,,HIPERMERCADOS,2015 ,Julio
FRESAS/FRESON,5330,23591,443,083,,,HIPERMERCADOS,2015 ,Julio
MELON,6.57548,5.19437,079,1007,,,HIPERMERCADOS,2015 ,Julio
SANDIA,9.64500,5.77766,06,97,,,HIPERMERCADOS,2015 ,Julio
CIRUELAS,63566,1.03654,163,293,,,HIPERMERCADOS,2015 ,Julio
CEREZAS,57908,1.68157,29,31,,,HIPERMERCADOS,2015 ,Julio
UVAS,14955,44946,301,09,,,HIPERMERCADOS,2015 ,Julio
KIWI,89097,2.44815,275,364,,,HIPERMERCADOS,2015 ,Julio
AGUACATE,27606,92464,335,253,,,HIPERMERCADOS,2015 ,Julio
PIÑA,60617,81602,135,199,,,HIPERMERCADOS,2015 ,Julio
OTRAS FRUTAS FRESCAS,2.08265,3.55783,171,687,,,HIPERMERCADOS,2015 ,Julio
FRUTAS IV GAMA,71632,88199,123,189,,,HIPERMERCADOS,2015 ,Julio
