Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,26.23446,37.98600,145,2571,,,HIPERMERCADOS,2017 ,Enero
NARANJAS,7.03794,5.99549,085,826,,,HIPERMERCADOS,2017 ,Enero
MANDARINAS,3.49788,4.41463,126,876,,,HIPERMERCADOS,2017 ,Enero
LIMONES,65799,99714,152,359,,,HIPERMERCADOS,2017 ,Enero
PLATANOS,4.59948,6.39676,139,1385,,,HIPERMERCADOS,2017 ,Enero
MANZANAS,3.62906,5.38223,148,1074,,,HIPERMERCADOS,2017 ,Enero
PERAS,1.54391,2.26414,147,605,,,HIPERMERCADOS,2017 ,Enero
MELOCOTONES,326,898,276,003,,,HIPERMERCADOS,2017 ,Enero
NECTARINAS,3543,5366,151,013,,,HIPERMERCADOS,2017 ,Enero
ALBARICOQUES,440,624,142,002,,,HIPERMERCADOS,2017 ,Enero
FRESAS/FRESON,73187,2.51311,343,502,,,HIPERMERCADOS,2017 ,Enero
MELON,23147,42926,185,053,,,HIPERMERCADOS,2017 ,Enero
SANDIA,000,000,0,0,,,HIPERMERCADOS,2017 ,Enero
CIRUELAS,5744,15792,275,057,,,HIPERMERCADOS,2017 ,Enero
CEREZAS,2557,4978,195,015,,,HIPERMERCADOS,2017 ,Enero
UVAS,58756,1.46145,249,229,,,HIPERMERCADOS,2017 ,Enero
KIWI,1.03653,2.54763,246,502,,,HIPERMERCADOS,2017 ,Enero
AGUACATE,28272,1.11771,395,215,,,HIPERMERCADOS,2017 ,Enero
PIÑA,69080,90889,132,214,,,HIPERMERCADOS,2017 ,Enero
OTRAS FRUTAS FRESCAS,1.58116,3.28097,208,578,,,HIPERMERCADOS,2017 ,Enero
POMELO,28504,42505,149,084,,,HIPERMERCADOS,2017 ,Enero
CHIRIMOYA,451,829,184,003,,,HIPERMERCADOS,2017 ,Enero
FRUTAS IV GAMA,28246,56817,201,119,,,HIPERMERCADOS,2017 ,Enero
