Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,33.63024,40.05867,119,2464,,,HIPERMERCADOS,2016 ,Agosto
NARANJAS,2.35579,2.89481,123,357,,,HIPERMERCADOS,2016 ,Agosto
MANDARINAS,2830,6735,238,035,,,HIPERMERCADOS,2016 ,Agosto
LIMONES,61307,1.64219,268,399,,,HIPERMERCADOS,2016 ,Agosto
PLATANOS,2.98236,4.12788,138,1081,,,HIPERMERCADOS,2016 ,Agosto
MANZANAS,2.23907,3.37728,151,781,,,HIPERMERCADOS,2016 ,Agosto
PERAS,1.10913,1.85438,167,501,,,HIPERMERCADOS,2016 ,Agosto
MELOCOTONES,2.71956,3.70220,136,905,,,HIPERMERCADOS,2016 ,Agosto
NECTARINAS,1.80683,2.32262,129,592,,,HIPERMERCADOS,2016 ,Agosto
ALBARICOQUES,14473,27324,189,116,,,HIPERMERCADOS,2016 ,Agosto
FRESAS/FRESON,8147,30280,372,073,,,HIPERMERCADOS,2016 ,Agosto
MELON,6.81013,4.88981,072,891,,,HIPERMERCADOS,2016 ,Agosto
SANDIA,8.42523,4.63163,055,786,,,HIPERMERCADOS,2016 ,Agosto
CIRUELAS,69693,1.18888,171,345,,,HIPERMERCADOS,2016 ,Agosto
CEREZAS,6310,24808,393,05,,,HIPERMERCADOS,2016 ,Agosto
UVAS,39449,1.04931,266,218,,,HIPERMERCADOS,2016 ,Agosto
KIWI,68871,1.93015,28,345,,,HIPERMERCADOS,2016 ,Agosto
AGUACATE,26436,1.06548,403,218,,,HIPERMERCADOS,2016 ,Agosto
PIÑA,25231,42789,17,088,,,HIPERMERCADOS,2016 ,Agosto
OTRAS FRUTAS FRESCAS,1.95464,4.06270,208,642,,,HIPERMERCADOS,2016 ,Agosto
FRUTAS IV GAMA,1.08327,1.21067,112,241,,,HIPERMERCADOS,2016 ,Agosto
