Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,35.47297,39.84880,112,2503,,,HIPERMERCADOS,2017 ,Agosto
NARANJAS,2.64579,3.15616,119,328,,,HIPERMERCADOS,2017 ,Agosto
MANDARINAS,6086,16053,264,046,,,HIPERMERCADOS,2017 ,Agosto
LIMONES,69884,1.46946,21,397,,,HIPERMERCADOS,2017 ,Agosto
PLATANOS,3.25868,4.75728,146,1156,,,HIPERMERCADOS,2017 ,Agosto
MANZANAS,1.94630,2.86589,147,659,,,HIPERMERCADOS,2017 ,Agosto
PERAS,1.37006,2.05013,15,532,,,HIPERMERCADOS,2017 ,Agosto
MELOCOTONES,2.79808,3.59930,129,894,,,HIPERMERCADOS,2017 ,Agosto
NECTARINAS,1.83046,2.24584,123,644,,,HIPERMERCADOS,2017 ,Agosto
ALBARICOQUES,20188,35726,177,143,,,HIPERMERCADOS,2017 ,Agosto
FRESAS/FRESON,3743,18560,496,038,,,HIPERMERCADOS,2017 ,Agosto
MELON,7.67243,4.96046,065,943,,,HIPERMERCADOS,2017 ,Agosto
SANDIA,8.31121,4.29792,052,704,,,HIPERMERCADOS,2017 ,Agosto
CIRUELAS,78468,1.24908,159,436,,,HIPERMERCADOS,2017 ,Agosto
CEREZAS,3008,8737,29,027,,,HIPERMERCADOS,2017 ,Agosto
UVAS,42828,92936,217,227,,,HIPERMERCADOS,2017 ,Agosto
KIWI,73451,2.26430,308,332,,,HIPERMERCADOS,2017 ,Agosto
AGUACATE,21727,99119,456,17,,,HIPERMERCADOS,2017 ,Agosto
PIÑA,39063,73029,187,146,,,HIPERMERCADOS,2017 ,Agosto
OTRAS FRUTAS FRESCAS,2.05551,3.49138,17,722,,,HIPERMERCADOS,2017 ,Agosto
POMELO,12139,20464,169,039,,,HIPERMERCADOS,2017 ,Agosto
CHIRIMOYA,000,000,0,0,,,HIPERMERCADOS,2017 ,Agosto
FRUTAS IV GAMA,81005,92400,114,207,,,HIPERMERCADOS,2017 ,Agosto
