Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,25.79399,37.58199,146,2532,,,HIPERMERCADOS,2015 ,Noviembre
NARANJAS,5.74483,5.47066,095,671,,,HIPERMERCADOS,2015 ,Noviembre
MANDARINAS,2.81010,3.73281,133,749,,,HIPERMERCADOS,2015 ,Noviembre
LIMONES,59535,1.14679,193,372,,,HIPERMERCADOS,2015 ,Noviembre
PLATANOS,4.64404,6.49121,14,142,,,HIPERMERCADOS,2015 ,Noviembre
MANZANAS,3.84926,5.41066,141,1039,,,HIPERMERCADOS,2015 ,Noviembre
PERAS,1.68344,2.21426,132,599,,,HIPERMERCADOS,2015 ,Noviembre
MELOCOTONES,15079,31807,211,074,,,HIPERMERCADOS,2015 ,Noviembre
NECTARINAS,9550,13438,141,02,,,HIPERMERCADOS,2015 ,Noviembre
ALBARICOQUES,3298,3249,099,014,,,HIPERMERCADOS,2015 ,Noviembre
FRESAS/FRESON,2067,13439,65,028,,,HIPERMERCADOS,2015 ,Noviembre
MELON,49611,77203,156,095,,,HIPERMERCADOS,2015 ,Noviembre
SANDIA,2962,6527,22,007,,,HIPERMERCADOS,2015 ,Noviembre
CIRUELAS,15371,29871,194,118,,,HIPERMERCADOS,2015 ,Noviembre
CEREZAS,000,000,0,0,,,HIPERMERCADOS,2015 ,Noviembre
UVAS,86552,1.83038,211,343,,,HIPERMERCADOS,2015 ,Noviembre
KIWI,1.00804,2.63781,262,536,,,HIPERMERCADOS,2015 ,Noviembre
AGUACATE,21230,78193,368,184,,,HIPERMERCADOS,2015 ,Noviembre
PIÑA,58433,97041,166,153,,,HIPERMERCADOS,2015 ,Noviembre
OTRAS FRUTAS FRESCAS,2.81739,5.13973,182,806,,,HIPERMERCADOS,2015 ,Noviembre
FRUTAS IV GAMA,23310,40718,175,066,,,HIPERMERCADOS,2015 ,Noviembre
