Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,30.33734,42.95374,142,2604,,,HIPERMERCADOS,2013 ,Octubre
NARANJAS,4.42599,5.57433,126,627,,,HIPERMERCADOS,2013 ,Octubre
MANDARINAS,1.58012,2.18478,138,485,,,HIPERMERCADOS,2013 ,Octubre
LIMONES,72459,1.28856,178,508,,,HIPERMERCADOS,2013 ,Octubre
PLATANOS,4.59936,6.02906,131,1477,,,HIPERMERCADOS,2013 ,Octubre
MANZANAS,3.63953,5.40150,148,1067,,,HIPERMERCADOS,2013 ,Octubre
PERAS,2.18748,3.08307,141,821,,,HIPERMERCADOS,2013 ,Octubre
MELOCOTONES,1.22331,2.01867,165,467,,,HIPERMERCADOS,2013 ,Octubre
ALBARICOQUES,659,1446,219,008,,,HIPERMERCADOS,2013 ,Octubre
FRESAS/FRESON,7372,22781,309,044,,,HIPERMERCADOS,2013 ,Octubre
MELON,3.59419,2.63870,073,483,,,HIPERMERCADOS,2013 ,Octubre
SANDIA,1.36009,82298,061,149,,,HIPERMERCADOS,2013 ,Octubre
CIRUELAS,44385,96095,217,256,,,HIPERMERCADOS,2013 ,Octubre
CEREZAS,1637,3082,188,012,,,HIPERMERCADOS,2013 ,Octubre
UVAS,1.64602,2.65473,161,556,,,HIPERMERCADOS,2013 ,Octubre
KIWI,1.18172,2.86604,243,547,,,HIPERMERCADOS,2013 ,Octubre
AGUACATE,33580,91457,272,204,,,HIPERMERCADOS,2013 ,Octubre
PIÑA,66921,78591,117,187,,,HIPERMERCADOS,2013 ,Octubre
OTRAS FRUTAS FRESCAS,2.62939,5.45680,208,898,,,HIPERMERCADOS,2013 ,Octubre
FRUTAS IV GAMA,42978,72317,168,127,,,HIPERMERCADOS,2013 ,Octubre
FRUTAS ECOLOGICAS,1.38432,1.96733,142,245,,,HIPERMERCADOS,2013 ,Octubre
