Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,28.15371,43.95300,156,2585,,,HIPERMERCADOS,2020 ,Enero
NARANJAS,8.19069,7.12507,087,846,,,HIPERMERCADOS,2020 ,Enero
MANDARINAS,3.74624,5.57878,149,828,,,HIPERMERCADOS,2020 ,Enero
LIMONES,56124,94686,169,35,,,HIPERMERCADOS,2020 ,Enero
PLATANOS,5.22302,7.82817,15,1416,,,HIPERMERCADOS,2020 ,Enero
MANZANAS,3.43472,5.48858,16,979,,,HIPERMERCADOS,2020 ,Enero
PERAS,1.72541,2.58063,15,57,,,HIPERMERCADOS,2020 ,Enero
MELOCOTONES,000,000,0,0,,,HIPERMERCADOS,2020 ,Enero
NECTARINAS,935,2644,283,007,,,HIPERMERCADOS,2020 ,Enero
ALBARICOQUES,2411,3688,153,007,,,HIPERMERCADOS,2020 ,Enero
FRESAS/FRESON,40368,1.73420,43,321,,,HIPERMERCADOS,2020 ,Enero
MELON,26458,47554,18,073,,,HIPERMERCADOS,2020 ,Enero
SANDIA,3676,5480,149,005,,,HIPERMERCADOS,2020 ,Enero
CIRUELAS,8592,17230,201,046,,,HIPERMERCADOS,2020 ,Enero
CEREZAS,510,962,189,005,,,HIPERMERCADOS,2020 ,Enero
UVAS,40457,1.04669,259,218,,,HIPERMERCADOS,2020 ,Enero
KIWI,1.22015,3.63280,298,515,,,HIPERMERCADOS,2020 ,Enero
AGUACATE,48069,1.90956,397,299,,,HIPERMERCADOS,2020 ,Enero
PIÑA,47005,73445,156,138,,,HIPERMERCADOS,2020 ,Enero
OTRAS FRUTAS FRESCAS,1.86745,4.57164,245,59,,,HIPERMERCADOS,2020 ,Enero
POMELO,17455,33830,194,028,,,HIPERMERCADOS,2020 ,Enero
CHIRIMOYA,358,2076,58,003,,,HIPERMERCADOS,2020 ,Enero
MANGO,23808,81760,343,103,,,HIPERMERCADOS,2020 ,Enero
FRUTAS IV GAMA,87872,1.48563,169,247,,,HIPERMERCADOS,2020 ,Enero
