Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,25.19688,34.49964,137,2565,,,HIPERMERCADOS,2015 ,Febrero
NARANJAS,8.32441,6.48202,078,869,,,HIPERMERCADOS,2015 ,Febrero
MANDARINAS,2.33461,3.33186,143,598,,,HIPERMERCADOS,2015 ,Febrero
LIMONES,45922,59327,129,284,,,HIPERMERCADOS,2015 ,Febrero
PLATANOS,4.54913,6.36410,14,1401,,,HIPERMERCADOS,2015 ,Febrero
MANZANAS,3.58134,4.58366,128,1027,,,HIPERMERCADOS,2015 ,Febrero
PERAS,1.74584,2.19823,126,695,,,HIPERMERCADOS,2015 ,Febrero
MELOCOTONES,1856,3332,18,008,,,HIPERMERCADOS,2015 ,Febrero
ALBARICOQUES,3279,3616,11,008,,,HIPERMERCADOS,2015 ,Febrero
FRESAS/FRESON,1.23720,4.15823,336,736,,,HIPERMERCADOS,2015 ,Febrero
MELON,26093,45711,175,048,,,HIPERMERCADOS,2015 ,Febrero
SANDIA,1278,1797,141,008,,,HIPERMERCADOS,2015 ,Febrero
CIRUELAS,2586,9778,378,033,,,HIPERMERCADOS,2015 ,Febrero
CEREZAS,3472,8860,255,02,,,HIPERMERCADOS,2015 ,Febrero
UVAS,9943,37209,374,069,,,HIPERMERCADOS,2015 ,Febrero
KIWI,90192,2.25557,25,471,,,HIPERMERCADOS,2015 ,Febrero
AGUACATE,27595,82301,298,199,,,HIPERMERCADOS,2015 ,Febrero
PIÑA,51141,69742,136,175,,,HIPERMERCADOS,2015 ,Febrero
OTRAS FRUTAS FRESCAS,79077,1.90924,241,342,,,HIPERMERCADOS,2015 ,Febrero
FRUTAS IV GAMA,27829,49800,179,121,,,HIPERMERCADOS,2015 ,Febrero
FRUTAS ECOLOGICAS,48674,73090,15,163,,,HIPERMERCADOS,2015 ,Febrero
