Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,22.76886,35.39898,155,2341,,,HIPERMERCADOS,2017 ,Diciembre
NARANJAS,5.39737,5.32421,099,631,,,HIPERMERCADOS,2017 ,Diciembre
MANDARINAS,3.16538,3.98258,126,699,,,HIPERMERCADOS,2017 ,Diciembre
LIMONES,87782,1.42028,162,445,,,HIPERMERCADOS,2017 ,Diciembre
PLATANOS,3.57176,5.19235,145,1087,,,HIPERMERCADOS,2017 ,Diciembre
MANZANAS,2.46087,3.77746,154,739,,,HIPERMERCADOS,2017 ,Diciembre
PERAS,1.37192,2.03113,148,488,,,HIPERMERCADOS,2017 ,Diciembre
MELOCOTONES,4510,6000,133,011,,,HIPERMERCADOS,2017 ,Diciembre
NECTARINAS,1594,1948,122,013,,,HIPERMERCADOS,2017 ,Diciembre
ALBARICOQUES,574,1239,216,004,,,HIPERMERCADOS,2017 ,Diciembre
FRESAS/FRESON,22188,62619,282,114,,,HIPERMERCADOS,2017 ,Diciembre
MELON,25626,43471,17,053,,,HIPERMERCADOS,2017 ,Diciembre
SANDIA,25991,24541,094,019,,,HIPERMERCADOS,2017 ,Diciembre
CIRUELAS,3290,6764,206,028,,,HIPERMERCADOS,2017 ,Diciembre
CEREZAS,890,5295,595,01,,,HIPERMERCADOS,2017 ,Diciembre
UVAS,91808,2.63893,287,438,,,HIPERMERCADOS,2017 ,Diciembre
KIWI,83623,2.61401,313,378,,,HIPERMERCADOS,2017 ,Diciembre
AGUACATE,37832,1.65888,438,273,,,HIPERMERCADOS,2017 ,Diciembre
PIÑA,1.20826,1.62077,134,364,,,HIPERMERCADOS,2017 ,Diciembre
OTRAS FRUTAS FRESCAS,1.73621,3.61961,208,611,,,HIPERMERCADOS,2017 ,Diciembre
POMELO,15382,28489,185,037,,,HIPERMERCADOS,2017 ,Diciembre
CHIRIMOYA,375,585,156,002,,,HIPERMERCADOS,2017 ,Diciembre
FRUTAS IV GAMA,69463,1.26185,182,181,,,HIPERMERCADOS,2017 ,Diciembre
