Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,22.73555,37.88937,167,254,,,HIPERMERCADOS,2018 ,Diciembre
NARANJAS,4.76404,4.75053,1,635,,,HIPERMERCADOS,2018 ,Diciembre
MANDARINAS,3.37927,4.01960,119,837,,,HIPERMERCADOS,2018 ,Diciembre
LIMONES,77264,1.37811,178,451,,,HIPERMERCADOS,2018 ,Diciembre
PLATANOS,3.66241,6.14218,168,1182,,,HIPERMERCADOS,2018 ,Diciembre
MANZANAS,2.47992,4.10054,165,765,,,HIPERMERCADOS,2018 ,Diciembre
PERAS,1.20396,1.87438,156,465,,,HIPERMERCADOS,2018 ,Diciembre
MELOCOTONES,5004,7590,152,008,,,HIPERMERCADOS,2018 ,Diciembre
NECTARINAS,4080,4700,115,017,,,HIPERMERCADOS,2018 ,Diciembre
ALBARICOQUES,424,692,163,005,,,HIPERMERCADOS,2018 ,Diciembre
FRESAS/FRESON,7950,34881,439,064,,,HIPERMERCADOS,2018 ,Diciembre
MELON,28914,46046,159,071,,,HIPERMERCADOS,2018 ,Diciembre
SANDIA,2657,9277,349,006,,,HIPERMERCADOS,2018 ,Diciembre
CIRUELAS,4139,8180,198,021,,,HIPERMERCADOS,2018 ,Diciembre
CEREZAS,482,3190,661,003,,,HIPERMERCADOS,2018 ,Diciembre
UVAS,86962,2.49067,286,491,,,HIPERMERCADOS,2018 ,Diciembre
KIWI,87935,2.58156,294,421,,,HIPERMERCADOS,2018 ,Diciembre
AGUACATE,79809,2.88649,362,454,,,HIPERMERCADOS,2018 ,Diciembre
PIÑA,1.20935,1.53700,127,317,,,HIPERMERCADOS,2018 ,Diciembre
OTRAS FRUTAS FRESCAS,2.18040,4.98275,229,741,,,HIPERMERCADOS,2018 ,Diciembre
POMELO,13171,20806,158,034,,,HIPERMERCADOS,2018 ,Diciembre
CHIRIMOYA,896,6172,689,007,,,HIPERMERCADOS,2018 ,Diciembre
FRUTAS IV GAMA,1.43856,2.56156,178,337,,,HIPERMERCADOS,2018 ,Diciembre
