Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,30.72144,43.42418,141,29,,,HIPERMERCADOS,2013 ,Marzo
NARANJAS,9.15717,7.08920,077,1005,,,HIPERMERCADOS,2013 ,Marzo
MANDARINAS,1.86257,2.77874,149,575,,,HIPERMERCADOS,2013 ,Marzo
LIMONES,70192,95711,136,464,,,HIPERMERCADOS,2013 ,Marzo
PLATANOS,5.52740,7.41210,134,1614,,,HIPERMERCADOS,2013 ,Marzo
MANZANAS,4.35321,6.38940,147,1233,,,HIPERMERCADOS,2013 ,Marzo
PERAS,2.08133,3.33687,16,845,,,HIPERMERCADOS,2013 ,Marzo
MELOCOTONES,2080,3308,159,014,,,HIPERMERCADOS,2013 ,Marzo
ALBARICOQUES,1214,2363,195,009,,,HIPERMERCADOS,2013 ,Marzo
FRESAS/FRESON,2.84921,7.04738,247,112,,,HIPERMERCADOS,2013 ,Marzo
MELON,35061,62684,179,082,,,HIPERMERCADOS,2013 ,Marzo
SANDIA,7950,11091,14,016,,,HIPERMERCADOS,2013 ,Marzo
CIRUELAS,14985,50151,335,104,,,HIPERMERCADOS,2013 ,Marzo
CEREZAS,5447,11722,215,04,,,HIPERMERCADOS,2013 ,Marzo
UVAS,8470,31248,369,068,,,HIPERMERCADOS,2013 ,Marzo
KIWI,1.37971,2.61118,189,601,,,HIPERMERCADOS,2013 ,Marzo
AGUACATE,31956,94942,297,207,,,HIPERMERCADOS,2013 ,Marzo
PIÑA,85701,1.10571,129,268,,,HIPERMERCADOS,2013 ,Marzo
OTRAS FRUTAS FRESCAS,88027,2.02141,23,394,,,HIPERMERCADOS,2013 ,Marzo
FRUTAS IV GAMA,71214,94564,133,195,,,HIPERMERCADOS,2013 ,Marzo
FRUTAS ECOLOGICAS,1.11439,1.82785,164,258,,,HIPERMERCADOS,2013 ,Marzo
