Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,25.15177,40.13320,16,2696,,,HIPERMERCADOS,2019 ,Abril
NARANJAS,6.38396,5.58630,088,658,,,HIPERMERCADOS,2019 ,Abril
MANDARINAS,1.24695,2.16859,174,362,,,HIPERMERCADOS,2019 ,Abril
LIMONES,54883,85197,155,339,,,HIPERMERCADOS,2019 ,Abril
PLATANOS,5.05720,6.60758,131,1474,,,HIPERMERCADOS,2019 ,Abril
MANZANAS,2.98705,4.64873,156,839,,,HIPERMERCADOS,2019 ,Abril
PERAS,1.58911,2.47717,156,626,,,HIPERMERCADOS,2019 ,Abril
MELOCOTONES,1084,4710,434,008,,,HIPERMERCADOS,2019 ,Abril
NECTARINAS,5177,16471,318,04,,,HIPERMERCADOS,2019 ,Abril
ALBARICOQUES,584,734,126,006,,,HIPERMERCADOS,2019 ,Abril
FRESAS/FRESON,3.70708,7.84912,212,1253,,,HIPERMERCADOS,2019 ,Abril
MELON,8971,20339,227,031,,,HIPERMERCADOS,2019 ,Abril
SANDIA,21565,38171,177,048,,,HIPERMERCADOS,2019 ,Abril
CIRUELAS,11440,31874,279,078,,,HIPERMERCADOS,2019 ,Abril
CEREZAS,305,485,159,003,,,HIPERMERCADOS,2019 ,Abril
UVAS,13197,50993,386,082,,,HIPERMERCADOS,2019 ,Abril
KIWI,93136,2.59715,279,451,,,HIPERMERCADOS,2019 ,Abril
AGUACATE,58878,2.24801,382,412,,,HIPERMERCADOS,2019 ,Abril
PIÑA,55101,82166,149,159,,,HIPERMERCADOS,2019 ,Abril
OTRAS FRUTAS FRESCAS,93721,2.63915,282,441,,,HIPERMERCADOS,2019 ,Abril
POMELO,14474,24998,173,031,,,HIPERMERCADOS,2019 ,Abril
CHIRIMOYA,644,3693,574,003,,,HIPERMERCADOS,2019 ,Abril
MANGO,23787,64340,27,13,,,HIPERMERCADOS,2019 ,Abril
FRUTAS IV GAMA,1.35589,2.21316,163,29,,,HIPERMERCADOS,2019 ,Abril
