Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,27.18629,38.41879,141,2551,,,HIPERMERCADOS,2013 ,Noviembre
NARANJAS,6.26439,5.90182,094,772,,,HIPERMERCADOS,2013 ,Noviembre
MANDARINAS,2.86648,3.53601,123,841,,,HIPERMERCADOS,2013 ,Noviembre
LIMONES,66990,1.05630,158,402,,,HIPERMERCADOS,2013 ,Noviembre
PLATANOS,4.47037,6.25121,14,136,,,HIPERMERCADOS,2013 ,Noviembre
MANZANAS,3.62371,5.37394,148,1028,,,HIPERMERCADOS,2013 ,Noviembre
PERAS,1.93084,2.64247,137,721,,,HIPERMERCADOS,2013 ,Noviembre
MELOCOTONES,20840,37028,178,1,,,HIPERMERCADOS,2013 ,Noviembre
ALBARICOQUES,2230,8931,4,013,,,HIPERMERCADOS,2013 ,Noviembre
FRESAS/FRESON,3325,7331,22,016,,,HIPERMERCADOS,2013 ,Noviembre
MELON,51287,76696,15,097,,,HIPERMERCADOS,2013 ,Noviembre
SANDIA,13656,7966,058,017,,,HIPERMERCADOS,2013 ,Noviembre
CIRUELAS,23827,53118,223,116,,,HIPERMERCADOS,2013 ,Noviembre
CEREZAS,2737,12197,446,023,,,HIPERMERCADOS,2013 ,Noviembre
UVAS,1.07305,2.17549,203,407,,,HIPERMERCADOS,2013 ,Noviembre
KIWI,97452,2.26366,232,423,,,HIPERMERCADOS,2013 ,Noviembre
AGUACATE,28037,76738,274,188,,,HIPERMERCADOS,2013 ,Noviembre
PIÑA,79275,1.12045,141,206,,,HIPERMERCADOS,2013 ,Noviembre
OTRAS FRUTAS FRESCAS,3.06089,5.29740,173,839,,,HIPERMERCADOS,2013 ,Noviembre
FRUTAS IV GAMA,40851,58353,143,136,,,HIPERMERCADOS,2013 ,Noviembre
FRUTAS ECOLOGICAS,1.22039,1.81540,149,262,,,HIPERMERCADOS,2013 ,Noviembre
