Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,31.34612,46.00725,147,2807,,,HIPERMERCADOS,2013 ,Abril
NARANJAS,7.71638,6.72401,087,818,,,HIPERMERCADOS,2013 ,Abril
MANDARINAS,1.09613,1.94443,177,382,,,HIPERMERCADOS,2013 ,Abril
LIMONES,68869,93587,136,388,,,HIPERMERCADOS,2013 ,Abril
PLATANOS,5.82415,7.60080,131,1606,,,HIPERMERCADOS,2013 ,Abril
MANZANAS,5.03709,7.57049,15,1304,,,HIPERMERCADOS,2013 ,Abril
PERAS,2.21304,4.00422,181,831,,,HIPERMERCADOS,2013 ,Abril
MELOCOTONES,9040,12218,135,017,,,HIPERMERCADOS,2013 ,Abril
ALBARICOQUES,2324,7466,321,018,,,HIPERMERCADOS,2013 ,Abril
FRESAS/FRESON,3.32582,6.22623,187,1207,,,HIPERMERCADOS,2013 ,Abril
MELON,76591,1.35490,177,114,,,HIPERMERCADOS,2013 ,Abril
SANDIA,39152,65517,167,066,,,HIPERMERCADOS,2013 ,Abril
CIRUELAS,17383,57265,329,14,,,HIPERMERCADOS,2013 ,Abril
CEREZAS,3832,8238,215,025,,,HIPERMERCADOS,2013 ,Abril
UVAS,18187,56935,313,096,,,HIPERMERCADOS,2013 ,Abril
KIWI,1.37798,2.73590,199,636,,,HIPERMERCADOS,2013 ,Abril
AGUACATE,39607,1.11973,283,215,,,HIPERMERCADOS,2013 ,Abril
PIÑA,1.10630,1.66437,15,26,,,HIPERMERCADOS,2013 ,Abril
OTRAS FRUTAS FRESCAS,89938,2.04991,228,41,,,HIPERMERCADOS,2013 ,Abril
FRUTAS IV GAMA,70070,1.02875,147,218,,,HIPERMERCADOS,2013 ,Abril
FRUTAS ECOLOGICAS,1.38461,2.03775,147,293,,,HIPERMERCADOS,2013 ,Abril
