Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,39.66911,53.38818,135,2796,,,HIPERMERCADOS,2013 ,Julio
NARANJAS,3.36905,4.20510,125,439,,,HIPERMERCADOS,2013 ,Julio
MANDARINAS,4779,10052,21,037,,,HIPERMERCADOS,2013 ,Julio
LIMONES,64895,1.21800,188,417,,,HIPERMERCADOS,2013 ,Julio
PLATANOS,3.75840,5.66344,151,1325,,,HIPERMERCADOS,2013 ,Julio
MANZANAS,2.87956,5.31665,185,956,,,HIPERMERCADOS,2013 ,Julio
PERAS,72510,1.59315,22,338,,,HIPERMERCADOS,2013 ,Julio
MELOCOTONES,2.88078,5.09260,177,992,,,HIPERMERCADOS,2013 ,Julio
ALBARICOQUES,55503,1.21894,22,354,,,HIPERMERCADOS,2013 ,Julio
FRESAS/FRESON,20434,43660,214,096,,,HIPERMERCADOS,2013 ,Julio
MELON,6.40369,6.46175,101,1039,,,HIPERMERCADOS,2013 ,Julio
SANDIA,11.50849,7.65313,066,101,,,HIPERMERCADOS,2013 ,Julio
CIRUELAS,56502,1.09915,195,316,,,HIPERMERCADOS,2013 ,Julio
CEREZAS,1.16093,3.27930,282,531,,,HIPERMERCADOS,2013 ,Julio
UVAS,15997,43969,275,085,,,HIPERMERCADOS,2013 ,Julio
KIWI,74310,1.73514,233,354,,,HIPERMERCADOS,2013 ,Julio
AGUACATE,39550,1.24492,315,26,,,HIPERMERCADOS,2013 ,Julio
PIÑA,40352,54382,135,104,,,HIPERMERCADOS,2013 ,Julio
OTRAS FRUTAS FRESCAS,3.25987,6.08628,187,1031,,,HIPERMERCADOS,2013 ,Julio
FRUTAS IV GAMA,84272,1.12670,134,212,,,HIPERMERCADOS,2013 ,Julio
FRUTAS ECOLOGICAS,1.94071,2.69256,139,282,,,HIPERMERCADOS,2013 ,Julio
