Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,33.54794,41.23743,123,2706,,,HIPERMERCADOS,2014 ,Septiembre
NARANJAS,3.29929,4.27067,129,5,,,HIPERMERCADOS,2014 ,Septiembre
MANDARINAS,19617,42732,218,117,,,HIPERMERCADOS,2014 ,Septiembre
LIMONES,65832,1.36475,207,419,,,HIPERMERCADOS,2014 ,Septiembre
PLATANOS,3.91290,5.34430,137,126,,,HIPERMERCADOS,2014 ,Septiembre
MANZANAS,3.21563,4.21727,131,985,,,HIPERMERCADOS,2014 ,Septiembre
PERAS,1.87401,2.23514,119,731,,,HIPERMERCADOS,2014 ,Septiembre
MELOCOTONES,2.41704,3.20516,133,779,,,HIPERMERCADOS,2014 ,Septiembre
ALBARICOQUES,2464,2815,114,013,,,HIPERMERCADOS,2014 ,Septiembre
FRESAS/FRESON,10115,21442,212,041,,,HIPERMERCADOS,2014 ,Septiembre
MELON,6.42893,4.46609,069,875,,,HIPERMERCADOS,2014 ,Septiembre
SANDIA,4.18304,2.50456,06,552,,,HIPERMERCADOS,2014 ,Septiembre
CIRUELAS,1.12641,1.52172,135,505,,,HIPERMERCADOS,2014 ,Septiembre
CEREZAS,1763,1914,109,007,,,HIPERMERCADOS,2014 ,Septiembre
UVAS,1.41939,2.51225,177,53,,,HIPERMERCADOS,2014 ,Septiembre
KIWI,71688,2.11090,294,344,,,HIPERMERCADOS,2014 ,Septiembre
AGUACATE,32900,92504,281,192,,,HIPERMERCADOS,2014 ,Septiembre
PIÑA,68132,91602,134,213,,,HIPERMERCADOS,2014 ,Septiembre
OTRAS FRUTAS FRESCAS,2.94620,4.95453,168,988,,,HIPERMERCADOS,2014 ,Septiembre
FRUTAS IV GAMA,49857,70752,142,155,,,HIPERMERCADOS,2014 ,Septiembre
FRUTAS ECOLOGICAS,1.18242,1.55196,131,238,,,HIPERMERCADOS,2014 ,Septiembre
