Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,48.58125,42.21364,087,5563,,,SUPERMERCADO,2013 ,Noviembre
PATATAS FRESCAS,28.18244,21.52133,076,3336,,,SUPERMERCADO,2013 ,Noviembre
PATATAS CONGELADAS,2.77191,3.35930,121,924,,,SUPERMERCADO,2013 ,Noviembre
PATATAS PROCESADAS,3.52538,17.33301,492,3552,,,SUPERMERCADO,2013 ,Noviembre
T.HORTALIZAS FRESCAS,82.30006,138.93184,169,8243,,,SUPERMERCADO,2013 ,Noviembre
TOMATES,16.19532,21.86718,135,4863,,,SUPERMERCADO,2013 ,Noviembre
CEBOLLAS,10.74098,10.25842,096,3589,,,SUPERMERCADO,2013 ,Noviembre
AJOS,87851,3.97102,452,1583,,,SUPERMERCADO,2013 ,Noviembre
COLES,2.79877,3.14680,112,1039,,,SUPERMERCADO,2013 ,Noviembre
PEPINOS,2.33243,3.18619,137,1375,,,SUPERMERCADO,2013 ,Noviembre
JUDIAS VERDES,2.55414,6.67801,261,1574,,,SUPERMERCADO,2013 ,Noviembre
PIMIENTOS,5.85883,9.04945,154,333,,,SUPERMERCADO,2013 ,Noviembre
CHAMPIÑONES+O.SETAS,2.67405,10.83346,405,2377,,,SUPERMERCADO,2013 ,Noviembre
LECHUGA/ESC./ENDIVIA,5.39553,12.97815,241,3279,,,SUPERMERCADO,2013 ,Noviembre
ESPARRAGOS,42439,1.24467,293,251,,,SUPERMERCADO,2013 ,Noviembre
VERDURAS DE HOJA,1.20803,3.48674,289,1069,,,SUPERMERCADO,2013 ,Noviembre
BERENJENAS,1.90197,2.51372,132,1279,,,SUPERMERCADO,2013 ,Noviembre
ZANAHORIAS,7.22027,5.61423,078,342,,,SUPERMERCADO,2013 ,Noviembre
CALABACINES,5.59432,8.37240,15,2535,,,SUPERMERCADO,2013 ,Noviembre
OTR.HORTALIZAS/VERD.,16.52253,35.73139,216,5415,,,SUPERMERCADO,2013 ,Noviembre
VERD./HORT. IV GAMA,5.85603,19.89305,34,3424,,,SUPERMERCADO,2013 ,Noviembre
VERD./HORT. ECOLOGIC,2.79087,4.48542,161,813,,,SUPERMERCADO,2013 ,Noviembre
