Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,43.98643,37.36821,085,5368,,,SUPERMERCADO,2015 ,Agosto
PATATAS FRESCAS,25.02555,18.17478,073,3274,,,SUPERMERCADO,2015 ,Agosto
PATATAS CONGELADAS,2.52053,2.81537,112,766,,,SUPERMERCADO,2015 ,Agosto
PATATAS PROCESADAS,3.28807,16.37806,498,3478,,,SUPERMERCADO,2015 ,Agosto
T.HORTALIZAS FRESCAS,66.66201,112.27845,168,7735,,,SUPERMERCADO,2015 ,Agosto
TOMATES,16.56213,23.00561,139,4638,,,SUPERMERCADO,2015 ,Agosto
CEBOLLAS,9.16190,9.23021,101,332,,,SUPERMERCADO,2015 ,Agosto
AJOS,72138,3.00753,417,1348,,,SUPERMERCADO,2015 ,Agosto
COLES,97671,94205,096,45,,,SUPERMERCADO,2015 ,Agosto
PEPINOS,3.95538,4.89967,124,2086,,,SUPERMERCADO,2015 ,Agosto
JUDIAS VERDES,1.41902,4.21739,297,1142,,,SUPERMERCADO,2015 ,Agosto
PIMIENTOS,5.72701,9.14235,16,3566,,,SUPERMERCADO,2015 ,Agosto
CHAMPIÑONES+O.SETAS,1.60252,5.95722,372,1683,,,SUPERMERCADO,2015 ,Agosto
LECHUGA/ESC./ENDIVIA,6.74365,19.54608,29,4189,,,SUPERMERCADO,2015 ,Agosto
ESPARRAGOS,28085,1.00620,358,245,,,SUPERMERCADO,2015 ,Agosto
VERDURAS DE HOJA,59751,2.58982,433,904,,,SUPERMERCADO,2015 ,Agosto
BERENJENAS,1.25943,1.89872,151,97,,,SUPERMERCADO,2015 ,Agosto
ZANAHORIAS,5.85078,4.27813,073,2869,,,SUPERMERCADO,2015 ,Agosto
CALABACINES,4.27628,4.65372,109,1987,,,SUPERMERCADO,2015 ,Agosto
OTR.HORTALIZAS/VERD.,7.52748,17.90374,238,397,,,SUPERMERCADO,2015 ,Agosto
VERD./HORT. IV GAMA,4.97192,20.07041,404,3435,,,SUPERMERCADO,2015 ,Agosto
