Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,52.08791,39.63552,076,5777,,,SUPERMERCADO,2015 ,Marzo
PATATAS FRESCAS,30.30586,17.92924,059,3471,,,SUPERMERCADO,2015 ,Marzo
PATATAS CONGELADAS,3.21111,3.50268,109,947,,,SUPERMERCADO,2015 ,Marzo
PATATAS PROCESADAS,3.71419,18.20360,49,3754,,,SUPERMERCADO,2015 ,Marzo
T.HORTALIZAS FRESCAS,90.03485,158.94190,177,8471,,,SUPERMERCADO,2015 ,Marzo
TOMATES,18.38052,25.92293,141,5398,,,SUPERMERCADO,2015 ,Marzo
CEBOLLAS,12.00791,11.89686,099,3967,,,SUPERMERCADO,2015 ,Marzo
AJOS,1.02874,4.35880,424,1746,,,SUPERMERCADO,2015 ,Marzo
COLES,2.32822,2.49265,107,925,,,SUPERMERCADO,2015 ,Marzo
PEPINOS,2.33399,3.85578,165,1374,,,SUPERMERCADO,2015 ,Marzo
JUDIAS VERDES,3.01433,7.98315,265,1776,,,SUPERMERCADO,2015 ,Marzo
PIMIENTOS,7.04851,12.65733,18,3818,,,SUPERMERCADO,2015 ,Marzo
CHAMPIÑONES+O.SETAS,2.49593,9.75251,391,2329,,,SUPERMERCADO,2015 ,Marzo
LECHUGA/ESC./ENDIVIA,6.99836,21.06170,301,4416,,,SUPERMERCADO,2015 ,Marzo
ESPARRAGOS,60045,2.09898,35,406,,,SUPERMERCADO,2015 ,Marzo
VERDURAS DE HOJA,1.23243,4.02069,326,1212,,,SUPERMERCADO,2015 ,Marzo
BERENJENAS,1.91758,2.63129,137,1392,,,SUPERMERCADO,2015 ,Marzo
ZANAHORIAS,7.06554,5.22024,074,3316,,,SUPERMERCADO,2015 ,Marzo
CALABACINES,4.78961,9.52725,199,2347,,,SUPERMERCADO,2015 ,Marzo
OTR.HORTALIZAS/VERD.,18.79273,35.46174,189,5531,,,SUPERMERCADO,2015 ,Marzo
VERD./HORT. IV GAMA,6.77339,25.19718,372,3985,,,SUPERMERCADO,2015 ,Marzo
