Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,56.60074,48.77686,086,5907,,,SUPERMERCADO,2017 ,Abril
PATATAS FRESCAS,34.98695,26.33914,075,3884,,,SUPERMERCADO,2017 ,Abril
PATATAS CONGELADAS,2.87453,3.29836,115,852,,,SUPERMERCADO,2017 ,Abril
PATATAS PROCESADAS,3.74785,19.13935,511,3767,,,SUPERMERCADO,2017 ,Abril
T.HORTALIZAS FRESCAS,92.89407,174.72251,188,8708,,,SUPERMERCADO,2017 ,Abril
TOMATES,18.46888,33.78638,183,5569,,,SUPERMERCADO,2017 ,Abril
CEBOLLAS,11.79992,12.20330,103,4171,,,SUPERMERCADO,2017 ,Abril
AJOS,93703,4.90894,524,1699,,,SUPERMERCADO,2017 ,Abril
COLES,1.78654,1.80718,101,834,,,SUPERMERCADO,2017 ,Abril
PEPINOS,2.91898,4.23602,145,1581,,,SUPERMERCADO,2017 ,Abril
JUDIAS VERDES,2.67357,6.97398,261,155,,,SUPERMERCADO,2017 ,Abril
PIMIENTOS,6.98759,14.89949,213,391,,,SUPERMERCADO,2017 ,Abril
CHAMPIÑONES+O.SETAS,2.64637,10.93690,413,255,,,SUPERMERCADO,2017 ,Abril
LECHUGA/ESC./ENDIVIA,6.54820,21.01057,321,4262,,,SUPERMERCADO,2017 ,Abril
ESPARRAGOS,1.85041,6.22538,336,1151,,,SUPERMERCADO,2017 ,Abril
VERDURAS DE HOJA,1.30761,4.61149,353,136,,,SUPERMERCADO,2017 ,Abril
BERENJENAS,2.20353,2.90262,132,1443,,,SUPERMERCADO,2017 ,Abril
ZANAHORIAS,7.01631,5.09185,073,3231,,,SUPERMERCADO,2017 ,Abril
CALABACINES,7.96555,8.42487,106,3307,,,SUPERMERCADO,2017 ,Abril
OTR.HORTALIZAS/VERD.,17.78359,36.70354,206,5824,,,SUPERMERCADO,2017 ,Abril
BROCOLI,2.18174,3.82273,175,1258,,,SUPERMERCADO,2017 ,Abril
ALCACHOFAS,3.51193,4.27765,122,1509,,,SUPERMERCADO,2017 ,Abril
VERD./HORT. IV GAMA,9.55236,32.52561,34,4713,,,SUPERMERCADO,2017 ,Abril
