Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,52.80004,40.35031,076,5887,,,SUPERMERCADO,2015 ,Abril
PATATAS FRESCAS,31.36129,19.04915,061,355,,,SUPERMERCADO,2015 ,Abril
PATATAS CONGELADAS,2.98190,3.28430,11,932,,,SUPERMERCADO,2015 ,Abril
PATATAS PROCESADAS,3.69137,18.01686,488,382,,,SUPERMERCADO,2015 ,Abril
T.HORTALIZAS FRESCAS,87.08923,156.85728,18,8552,,,SUPERMERCADO,2015 ,Abril
TOMATES,17.90831,27.02978,151,533,,,SUPERMERCADO,2015 ,Abril
CEBOLLAS,11.57522,11.68905,101,4036,,,SUPERMERCADO,2015 ,Abril
AJOS,1.12944,4.67078,414,1921,,,SUPERMERCADO,2015 ,Abril
COLES,1.80368,1.93643,107,838,,,SUPERMERCADO,2015 ,Abril
PEPINOS,3.01394,4.15156,138,1683,,,SUPERMERCADO,2015 ,Abril
JUDIAS VERDES,2.93219,7.21979,246,176,,,SUPERMERCADO,2015 ,Abril
PIMIENTOS,6.33609,13.64953,215,3715,,,SUPERMERCADO,2015 ,Abril
CHAMPIÑONES+O.SETAS,2.27455,8.73832,384,2231,,,SUPERMERCADO,2015 ,Abril
LECHUGA/ESC./ENDIVIA,7.52586,23.00722,306,4737,,,SUPERMERCADO,2015 ,Abril
ESPARRAGOS,1.14568,3.59095,313,913,,,SUPERMERCADO,2015 ,Abril
VERDURAS DE HOJA,1.06125,3.79086,357,113,,,SUPERMERCADO,2015 ,Abril
BERENJENAS,1.93567,2.27512,118,1386,,,SUPERMERCADO,2015 ,Abril
ZANAHORIAS,6.83747,4.96325,073,332,,,SUPERMERCADO,2015 ,Abril
CALABACINES,5.75006,8.78858,153,2575,,,SUPERMERCADO,2015 ,Abril
OTR.HORTALIZAS/VERD.,15.85981,31.35604,198,5301,,,SUPERMERCADO,2015 ,Abril
VERD./HORT. IV GAMA,6.68114,26.42959,396,4087,,,SUPERMERCADO,2015 ,Abril
