Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,47.30579,43.16801,091,5524,,,SUPERMERCADO,2016 ,Julio
PATATAS FRESCAS,26.68871,21.93590,082,3357,,,SUPERMERCADO,2016 ,Julio
PATATAS CONGELADAS,2.43515,2.78840,115,788,,,SUPERMERCADO,2016 ,Julio
PATATAS PROCESADAS,3.63639,18.44371,507,3694,,,SUPERMERCADO,2016 ,Julio
T.HORTALIZAS FRESCAS,83.89447,144.92478,173,8409,,,SUPERMERCADO,2016 ,Julio
TOMATES,25.51871,34.27141,134,581,,,SUPERMERCADO,2016 ,Julio
CEBOLLAS,10.49057,11.55750,11,3911,,,SUPERMERCADO,2016 ,Julio
AJOS,68516,3.32648,486,1316,,,SUPERMERCADO,2016 ,Julio
COLES,87216,90621,104,435,,,SUPERMERCADO,2016 ,Julio
PEPINOS,5.49251,6.26432,114,2696,,,SUPERMERCADO,2016 ,Julio
JUDIAS VERDES,2.19757,5.63285,256,1358,,,SUPERMERCADO,2016 ,Julio
PIMIENTOS,7.14631,14.29851,2,3998,,,SUPERMERCADO,2016 ,Julio
CHAMPIÑONES+O.SETAS,2.25341,8.40509,373,2063,,,SUPERMERCADO,2016 ,Julio
LECHUGA/ESC./ENDIVIA,6.07006,19.78125,326,4118,,,SUPERMERCADO,2016 ,Julio
ESPARRAGOS,36037,1.35766,377,273,,,SUPERMERCADO,2016 ,Julio
VERDURAS DE HOJA,74330,3.42828,461,915,,,SUPERMERCADO,2016 ,Julio
BERENJENAS,1.78220,2.41004,135,1085,,,SUPERMERCADO,2016 ,Julio
ZANAHORIAS,6.14611,4.33315,071,2988,,,SUPERMERCADO,2016 ,Julio
CALABACINES,4.79965,5.19773,108,2245,,,SUPERMERCADO,2016 ,Julio
OTR.HORTALIZAS/VERD.,9.33638,23.75428,254,4521,,,SUPERMERCADO,2016 ,Julio
VERD./HORT. IV GAMA,7.77092,28.53733,367,4209,,,SUPERMERCADO,2016 ,Julio
