Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,57.01195,58.99928,103,6311,,,SUPERMERCADO,2019 ,Diciembre
PATATAS FRESCAS,31.45654,31.56821,1,3985,,,SUPERMERCADO,2019 ,Diciembre
PATATAS CONGELADAS,3.33488,4.01243,12,938,,,SUPERMERCADO,2019 ,Diciembre
PATATAS PROCESADAS,4.44411,23.41864,527,4343,,,SUPERMERCADO,2019 ,Diciembre
PATATAS FRITAS,3.65414,22.17610,607,4178,,,SUPERMERCADO,2019 ,Diciembre
T.HORTALIZAS FRESCAS,89.51455,187.29751,209,8563,,,SUPERMERCADO,2019 ,Diciembre
TOMATES,17.45108,32.70366,187,5346,,,SUPERMERCADO,2019 ,Diciembre
CEBOLLAS,12.24572,16.10920,132,394,,,SUPERMERCADO,2019 ,Diciembre
AJOS,97246,4.71850,485,17,,,SUPERMERCADO,2019 ,Diciembre
COLES,2.66728,3.49759,131,1013,,,SUPERMERCADO,2019 ,Diciembre
PEPINOS,2.14798,3.12514,145,1414,,,SUPERMERCADO,2019 ,Diciembre
JUDIAS VERDES,2.07626,6.35471,306,1344,,,SUPERMERCADO,2019 ,Diciembre
PIMIENTOS,7.06994,14.55585,206,3865,,,SUPERMERCADO,2019 ,Diciembre
CHAMPIÑONES+O.SETAS,3.55886,14.97541,421,2925,,,SUPERMERCADO,2019 ,Diciembre
LECHUGA/ESC./ENDIVIA,7.40252,23.03603,311,4716,,,SUPERMERCADO,2019 ,Diciembre
ESPARRAGOS,45849,2.20949,482,399,,,SUPERMERCADO,2019 ,Diciembre
VERDURAS DE HOJA,1.10538,4.26062,385,1264,,,SUPERMERCADO,2019 ,Diciembre
BERENJENAS,2.01957,3.30601,164,1367,,,SUPERMERCADO,2019 ,Diciembre
ZANAHORIAS,7.41411,6.44649,087,3462,,,SUPERMERCADO,2019 ,Diciembre
CALABACINES,6.63904,9.40740,142,3009,,,SUPERMERCADO,2019 ,Diciembre
OTR.HORTALIZAS/VERD.,16.28586,42.59141,262,5505,,,SUPERMERCADO,2019 ,Diciembre
BROCOLI,1.79858,4.25373,237,1153,,,SUPERMERCADO,2019 ,Diciembre
ALCACHOFAS,1.00789,2.77299,275,583,,,SUPERMERCADO,2019 ,Diciembre
APIO,77198,1.41163,183,544,,,SUPERMERCADO,2019 ,Diciembre
COLIFLOR,1.39333,2.80258,201,589,,,SUPERMERCADO,2019 ,Diciembre
VERD./HORT. IV GAMA,12.98542,41.02956,316,518,,,SUPERMERCADO,2019 ,Diciembre
PUERRO,1.91464,5.32500,278,1677,,,SUPERMERCADO,2019 ,Diciembre
