Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,56.83583,55.09842,097,6184,,,SUPERMERCADO,2019 ,Marzo
PATATAS FRESCAS,34.03376,30.63830,09,4086,,,SUPERMERCADO,2019 ,Marzo
PATATAS CONGELADAS,3.02152,3.59383,119,983,,,SUPERMERCADO,2019 ,Marzo
PATATAS PROCESADAS,3.95611,20.86629,527,3965,,,SUPERMERCADO,2019 ,Marzo
PATATAS FRITAS,3.30665,19.85479,6,3773,,,SUPERMERCADO,2019 ,Marzo
T.HORTALIZAS FRESCAS,104.41565,209.85605,201,8805,,,SUPERMERCADO,2019 ,Marzo
TOMATES,21.28335,38.42474,181,5873,,,SUPERMERCADO,2019 ,Marzo
CEBOLLAS,12.73667,17.74757,139,4324,,,SUPERMERCADO,2019 ,Marzo
AJOS,90676,4.41457,487,1571,,,SUPERMERCADO,2019 ,Marzo
COLES,1.95471,2.59041,133,83,,,SUPERMERCADO,2019 ,Marzo
PEPINOS,2.96943,5.35711,18,1728,,,SUPERMERCADO,2019 ,Marzo
JUDIAS VERDES,2.61484,8.35940,32,1588,,,SUPERMERCADO,2019 ,Marzo
PIMIENTOS,7.89962,16.80083,213,425,,,SUPERMERCADO,2019 ,Marzo
CHAMPIÑONES+O.SETAS,3.39420,13.67870,403,2815,,,SUPERMERCADO,2019 ,Marzo
LECHUGA/ESC./ENDIVIA,8.31327,25.46164,306,5072,,,SUPERMERCADO,2019 ,Marzo
ESPARRAGOS,87076,3.55567,408,663,,,SUPERMERCADO,2019 ,Marzo
VERDURAS DE HOJA,1.38808,5.14077,37,1473,,,SUPERMERCADO,2019 ,Marzo
BERENJENAS,2.90950,3.79960,131,1888,,,SUPERMERCADO,2019 ,Marzo
ZANAHORIAS,7.61939,6.42485,084,3585,,,SUPERMERCADO,2019 ,Marzo
CALABACINES,7.74613,9.76274,126,3285,,,SUPERMERCADO,2019 ,Marzo
OTR.HORTALIZAS/VERD.,21.80895,48.33745,222,6049,,,SUPERMERCADO,2019 ,Marzo
BROCOLI,2.91108,4.87299,167,1567,,,SUPERMERCADO,2019 ,Marzo
ALCACHOFAS,3.94409,5.77324,146,1602,,,SUPERMERCADO,2019 ,Marzo
APIO,58046,1.04331,18,509,,,SUPERMERCADO,2019 ,Marzo
COLIFLOR,2.58265,2.86239,111,1027,,,SUPERMERCADO,2019 ,Marzo
VERD./HORT. IV GAMA,15.31264,47.43486,31,5617,,,SUPERMERCADO,2019 ,Marzo
PUERRO,1.91946,5.42713,283,1565,,,SUPERMERCADO,2019 ,Marzo
