Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,45.52446,42.03900,092,5506,,,SUPERMERCADO,2013 ,Septiembre
PATATAS FRESCAS,26.65186,22.96343,086,3248,,,SUPERMERCADO,2013 ,Septiembre
PATATAS CONGELADAS,2.65417,3.23651,122,901,,,SUPERMERCADO,2013 ,Septiembre
PATATAS PROCESADAS,3.24368,15.83905,488,3539,,,SUPERMERCADO,2013 ,Septiembre
T.HORTALIZAS FRESCAS,75.69878,125.12011,165,8068,,,SUPERMERCADO,2013 ,Septiembre
TOMATES,16.98239,21.78864,128,4778,,,SUPERMERCADO,2013 ,Septiembre
CEBOLLAS,10.14919,9.83373,097,3485,,,SUPERMERCADO,2013 ,Septiembre
AJOS,78568,3.52423,449,1446,,,SUPERMERCADO,2013 ,Septiembre
COLES,1.76208,2.06972,117,766,,,SUPERMERCADO,2013 ,Septiembre
PEPINOS,3.92523,4.24174,108,2088,,,SUPERMERCADO,2013 ,Septiembre
JUDIAS VERDES,2.20431,6.07528,276,1435,,,SUPERMERCADO,2013 ,Septiembre
PIMIENTOS,6.15804,9.85537,16,3589,,,SUPERMERCADO,2013 ,Septiembre
CHAMPIÑONES+O.SETAS,2.08832,7.97516,382,2129,,,SUPERMERCADO,2013 ,Septiembre
LECHUGA/ESC./ENDIVIA,5.71167,13.59647,238,3484,,,SUPERMERCADO,2013 ,Septiembre
ESPARRAGOS,22263,1.04679,47,205,,,SUPERMERCADO,2013 ,Septiembre
VERDURAS DE HOJA,85110,2.68443,315,928,,,SUPERMERCADO,2013 ,Septiembre
BERENJENAS,1.75142,2.29860,131,1275,,,SUPERMERCADO,2013 ,Septiembre
ZANAHORIAS,6.45551,5.19324,08,3282,,,SUPERMERCADO,2013 ,Septiembre
CALABACINES,4.77639,5.66559,119,223,,,SUPERMERCADO,2013 ,Septiembre
OTR.HORTALIZAS/VERD.,11.87482,29.27113,246,4942,,,SUPERMERCADO,2013 ,Septiembre
VERD./HORT. IV GAMA,5.45968,19.01435,348,3409,,,SUPERMERCADO,2013 ,Septiembre
VERD./HORT. ECOLOGIC,3.62515,5.34288,147,836,,,SUPERMERCADO,2013 ,Septiembre
