Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,31.42485,48.35827,154,262,,,SUPERMERCADO,2020 ,Marzo
NARANJAS,4.27123,4.55091,107,494,,,SUPERMERCADO,2020 ,Marzo
MANDARINAS,32495,51269,158,128,,,SUPERMERCADO,2020 ,Marzo
LIMONES,69575,1.48404,213,383,,,SUPERMERCADO,2020 ,Marzo
PLATANOS,3.97223,5.99595,151,1265,,,SUPERMERCADO,2020 ,Marzo
MANZANAS,2.49680,4.71563,189,69,,,SUPERMERCADO,2020 ,Marzo
PERAS,1.31742,2.16170,164,488,,,SUPERMERCADO,2020 ,Marzo
MELOCOTONES,1.16274,2.07636,179,52,,,SUPERMERCADO,2020 ,Marzo
NECTARINAS,69539,1.42947,206,337,,,SUPERMERCADO,2020 ,Marzo
ALBARICOQUES,60498,1.25972,208,339,,,SUPERMERCADO,2020 ,Marzo
FRESAS/FRESON,35854,1.04550,292,277,,,SUPERMERCADO,2020 ,Marzo
MELON,4.91165,4.70651,096,813,,,SUPERMERCADO,2020 ,Marzo
SANDIA,6.12537,5.03103,082,665,,,SUPERMERCADO,2020 ,Marzo
CIRUELAS,14224,33083,233,103,,,SUPERMERCADO,2020 ,Marzo
CEREZAS,1.20256,4.01967,334,627,,,SUPERMERCADO,2020 ,Marzo
UVAS,9896,35695,361,076,,,SUPERMERCADO,2020 ,Marzo
KIWI,77787,2.83020,364,397,,,SUPERMERCADO,2020 ,Marzo
AGUACATE,41614,1.70277,409,314,,,SUPERMERCADO,2020 ,Marzo
PIÑA,59112,79469,134,199,,,SUPERMERCADO,2020 ,Marzo
OTRAS FRUTAS FRESCAS,1.25890,3.35365,266,606,,,SUPERMERCADO,2020 ,Marzo
POMELO,20957,33143,158,037,,,SUPERMERCADO,2020 ,Marzo
CHIRIMOYA,000,000,0,0,,,SUPERMERCADO,2020 ,Marzo
FRUTAS IV GAMA,1.75251,2.53006,144,329,,,SUPERMERCADO,2020 ,Marzo
