Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,51.92285,53.36140,103,6045,,,SUPERMERCADO,2019 ,Junio
PATATAS FRESCAS,29.84478,30.07249,101,3702,,,SUPERMERCADO,2019 ,Junio
PATATAS CONGELADAS,2.66457,3.24081,122,835,,,SUPERMERCADO,2019 ,Junio
PATATAS PROCESADAS,3.88270,20.04810,516,4045,,,SUPERMERCADO,2019 ,Junio
PATATAS FRITAS,3.36398,19.28260,573,391,,,SUPERMERCADO,2019 ,Junio
T.HORTALIZAS FRESCAS,100.22063,195.17350,195,8732,,,SUPERMERCADO,2019 ,Junio
TOMATES,28.13854,44.15126,157,618,,,SUPERMERCADO,2019 ,Junio
CEBOLLAS,11.89234,16.35483,138,4078,,,SUPERMERCADO,2019 ,Junio
AJOS,86600,3.90983,451,1486,,,SUPERMERCADO,2019 ,Junio
COLES,1.35630,1.64760,121,567,,,SUPERMERCADO,2019 ,Junio
PEPINOS,5.99536,7.31591,122,2936,,,SUPERMERCADO,2019 ,Junio
JUDIAS VERDES,2.25057,6.84452,304,1416,,,SUPERMERCADO,2019 ,Junio
PIMIENTOS,8.04041,17.79391,221,4422,,,SUPERMERCADO,2019 ,Junio
CHAMPIÑONES+O.SETAS,2.83982,10.77240,379,2424,,,SUPERMERCADO,2019 ,Junio
LECHUGA/ESC./ENDIVIA,8.20874,25.08068,306,5015,,,SUPERMERCADO,2019 ,Junio
ESPARRAGOS,65069,2.87462,442,661,,,SUPERMERCADO,2019 ,Junio
VERDURAS DE HOJA,1.12487,4.48464,399,1314,,,SUPERMERCADO,2019 ,Junio
BERENJENAS,2.44580,3.60529,147,1542,,,SUPERMERCADO,2019 ,Junio
ZANAHORIAS,7.47132,6.38468,085,3422,,,SUPERMERCADO,2019 ,Junio
CALABACINES,6.29665,8.14270,129,2803,,,SUPERMERCADO,2019 ,Junio
OTR.HORTALIZAS/VERD.,12.64324,35.81062,283,4997,,,SUPERMERCADO,2019 ,Junio
BROCOLI,2.03138,3.88407,191,1205,,,SUPERMERCADO,2019 ,Junio
ALCACHOFAS,97610,1.71913,176,648,,,SUPERMERCADO,2019 ,Junio
APIO,74861,1.30394,174,529,,,SUPERMERCADO,2019 ,Junio
COLIFLOR,1.06869,1.93703,181,469,,,SUPERMERCADO,2019 ,Junio
VERD./HORT. IV GAMA,13.26177,41.68187,314,5285,,,SUPERMERCADO,2019 ,Junio
PUERRO,1.53508,4.25119,277,1233,,,SUPERMERCADO,2019 ,Junio
