Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,57.35533,53.64547,094,6181,,,SUPERMERCADO,2019 ,Enero
PATATAS FRESCAS,34.72034,30.30092,087,4057,,,SUPERMERCADO,2019 ,Enero
PATATAS CONGELADAS,3.24105,3.81889,118,982,,,SUPERMERCADO,2019 ,Enero
PATATAS PROCESADAS,3.87879,19.52566,503,3845,,,SUPERMERCADO,2019 ,Enero
PATATAS FRITAS,3.11502,18.40782,591,3675,,,SUPERMERCADO,2019 ,Enero
T.HORTALIZAS FRESCAS,103.15813,209.47168,203,8794,,,SUPERMERCADO,2019 ,Enero
TOMATES,19.36981,35.79956,185,5634,,,SUPERMERCADO,2019 ,Enero
CEBOLLAS,13.77025,15.73471,114,4361,,,SUPERMERCADO,2019 ,Enero
AJOS,98735,4.74342,48,1657,,,SUPERMERCADO,2019 ,Enero
COLES,2.89377,3.63695,126,1259,,,SUPERMERCADO,2019 ,Enero
PEPINOS,2.26106,3.73107,165,133,,,SUPERMERCADO,2019 ,Enero
JUDIAS VERDES,2.39024,8.08152,338,164,,,SUPERMERCADO,2019 ,Enero
PIMIENTOS,7.66694,15.90297,207,4331,,,SUPERMERCADO,2019 ,Enero
CHAMPIÑONES+O.SETAS,3.32018,13.89144,418,2896,,,SUPERMERCADO,2019 ,Enero
LECHUGA/ESC./ENDIVIA,7.41063,23.46536,317,4747,,,SUPERMERCADO,2019 ,Enero
ESPARRAGOS,36398,2.13949,588,4,,,SUPERMERCADO,2019 ,Enero
VERDURAS DE HOJA,1.55348,5.32908,343,1478,,,SUPERMERCADO,2019 ,Enero
BERENJENAS,1.75775,3.91719,223,1303,,,SUPERMERCADO,2019 ,Enero
ZANAHORIAS,8.72216,7.09406,081,3922,,,SUPERMERCADO,2019 ,Enero
CALABACINES,7.19751,12.97152,18,3186,,,SUPERMERCADO,2019 ,Enero
OTR.HORTALIZAS/VERD.,23.49302,53.03334,226,6325,,,SUPERMERCADO,2019 ,Enero
BROCOLI,3.14198,4.95986,158,1778,,,SUPERMERCADO,2019 ,Enero
ALCACHOFAS,3.15819,6.43232,204,1406,,,SUPERMERCADO,2019 ,Enero
APIO,1.03128,1.69143,164,69,,,SUPERMERCADO,2019 ,Enero
COLIFLOR,2.27821,3.30376,145,931,,,SUPERMERCADO,2019 ,Enero
VERD./HORT. IV GAMA,14.63695,46.47919,318,552,,,SUPERMERCADO,2019 ,Enero
PUERRO,2.21649,6.20388,28,1877,,,SUPERMERCADO,2019 ,Enero
