Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,52.98586,50.48066,095,6115,,,SUPERMERCADO,2018 ,Junio
PATATAS FRESCAS,29.43588,25.69496,087,3801,,,SUPERMERCADO,2018 ,Junio
PATATAS CONGELADAS,3.06665,3.65489,119,917,,,SUPERMERCADO,2018 ,Junio
PATATAS PROCESADAS,4.09666,21.13081,516,4065,,,SUPERMERCADO,2018 ,Junio
T.HORTALIZAS FRESCAS,100.96811,184.39597,183,8823,,,SUPERMERCADO,2018 ,Junio
TOMATES,28.23753,39.85579,141,6334,,,SUPERMERCADO,2018 ,Junio
CEBOLLAS,11.92033,13.77698,116,4174,,,SUPERMERCADO,2018 ,Junio
AJOS,91777,4.29375,468,1528,,,SUPERMERCADO,2018 ,Junio
COLES,1.23695,1.27938,103,575,,,SUPERMERCADO,2018 ,Junio
PEPINOS,5.93566,6.88957,116,2789,,,SUPERMERCADO,2018 ,Junio
JUDIAS VERDES,2.78240,7.18301,258,17,,,SUPERMERCADO,2018 ,Junio
PIMIENTOS,7.77916,16.36503,21,436,,,SUPERMERCADO,2018 ,Junio
CHAMPIÑONES+O.SETAS,2.80059,10.78812,385,2488,,,SUPERMERCADO,2018 ,Junio
LECHUGA/ESC./ENDIVIA,6.75438,23.10680,342,4489,,,SUPERMERCADO,2018 ,Junio
ESPARRAGOS,1.13306,3.73297,329,869,,,SUPERMERCADO,2018 ,Junio
VERDURAS DE HOJA,1.25449,4.78241,381,1332,,,SUPERMERCADO,2018 ,Junio
BERENJENAS,2.37360,2.98460,126,146,,,SUPERMERCADO,2018 ,Junio
ZANAHORIAS,6.86567,5.80937,085,3215,,,SUPERMERCADO,2018 ,Junio
CALABACINES,6.86052,7.91923,115,2966,,,SUPERMERCADO,2018 ,Junio
OTR.HORTALIZAS/VERD.,14.11600,35.62897,252,5533,,,SUPERMERCADO,2018 ,Junio
BROCOLI,2.32729,3.69617,159,1314,,,SUPERMERCADO,2018 ,Junio
ALCACHOFAS,1.13795,1.98700,175,676,,,SUPERMERCADO,2018 ,Junio
VERD./HORT. IV GAMA,14.23731,43.73784,307,5383,,,SUPERMERCADO,2018 ,Junio
