Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,54.70833,45.95375,084,5897,,,SUPERMERCADO,2013 ,Enero
PATATAS FRESCAS,33.04444,25.11303,076,3538,,,SUPERMERCADO,2013 ,Enero
PATATAS CONGELADAS,3.34316,3.68398,11,1064,,,SUPERMERCADO,2013 ,Enero
PATATAS PROCESADAS,3.66415,17.15674,468,3756,,,SUPERMERCADO,2013 ,Enero
T.HORTALIZAS FRESCAS,89.95493,161.01990,179,8504,,,SUPERMERCADO,2013 ,Enero
TOMATES,17.89501,25.85852,145,5369,,,SUPERMERCADO,2013 ,Enero
CEBOLLAS,11.80982,10.68984,091,3939,,,SUPERMERCADO,2013 ,Enero
AJOS,1.05311,5.13608,488,187,,,SUPERMERCADO,2013 ,Enero
COLES,2.86514,3.29592,115,1041,,,SUPERMERCADO,2013 ,Enero
PEPINOS,2.09534,3.33031,159,13,,,SUPERMERCADO,2013 ,Enero
JUDIAS VERDES,2.77741,8.08899,291,1762,,,SUPERMERCADO,2013 ,Enero
PIMIENTOS,6.27534,13.19777,21,377,,,SUPERMERCADO,2013 ,Enero
CHAMPIÑONES+O.SETAS,2.79460,9.86005,353,2446,,,SUPERMERCADO,2013 ,Enero
LECHUGA/ESC./ENDIVIA,6.11173,14.88267,244,3541,,,SUPERMERCADO,2013 ,Enero
ESPARRAGOS,37539,1.31686,351,268,,,SUPERMERCADO,2013 ,Enero
VERDURAS DE HOJA,1.12345,3.31421,295,1047,,,SUPERMERCADO,2013 ,Enero
BERENJENAS,1.40529,3.20633,228,1164,,,SUPERMERCADO,2013 ,Enero
ZANAHORIAS,7.47097,5.84626,078,3533,,,SUPERMERCADO,2013 ,Enero
CALABACINES,5.65414,9.92587,176,2573,,,SUPERMERCADO,2013 ,Enero
OTR.HORTALIZAS/VERD.,20.24820,43.07022,213,5997,,,SUPERMERCADO,2013 ,Enero
VERD./HORT. IV GAMA,6.96794,22.50846,323,3852,,,SUPERMERCADO,2013 ,Enero
VERD./HORT. ECOLOGIC,3.12153,5.25635,168,939,,,SUPERMERCADO,2013 ,Enero
