Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,57.79942,47.45235,082,6162,,,SUPERMERCADO,2018 ,Abril
PATATAS FRESCAS,35.15219,23.68461,067,3912,,,SUPERMERCADO,2018 ,Abril
PATATAS CONGELADAS,3.09799,3.80685,123,1045,,,SUPERMERCADO,2018 ,Abril
PATATAS PROCESADAS,3.90985,19.96089,511,395,,,SUPERMERCADO,2018 ,Abril
T.HORTALIZAS FRESCAS,103.82372,196.58033,189,8871,,,SUPERMERCADO,2018 ,Abril
TOMATES,20.92613,36.09645,172,59,,,SUPERMERCADO,2018 ,Abril
CEBOLLAS,13.02854,14.63318,112,4342,,,SUPERMERCADO,2018 ,Abril
AJOS,1.05236,4.73594,45,1766,,,SUPERMERCADO,2018 ,Abril
COLES,1.99306,2.09960,105,855,,,SUPERMERCADO,2018 ,Abril
PEPINOS,3.50182,4.76062,136,1833,,,SUPERMERCADO,2018 ,Abril
JUDIAS VERDES,3.23068,7.83027,242,1831,,,SUPERMERCADO,2018 ,Abril
PIMIENTOS,9.15484,16.96270,185,4344,,,SUPERMERCADO,2018 ,Abril
CHAMPIÑONES+O.SETAS,3.24540,12.26574,378,2789,,,SUPERMERCADO,2018 ,Abril
LECHUGA/ESC./ENDIVIA,6.60252,22.14988,335,4522,,,SUPERMERCADO,2018 ,Abril
ESPARRAGOS,1.44848,4.98866,344,1054,,,SUPERMERCADO,2018 ,Abril
VERDURAS DE HOJA,1.41842,4.99937,352,1448,,,SUPERMERCADO,2018 ,Abril
BERENJENAS,2.38702,3.55511,149,1617,,,SUPERMERCADO,2018 ,Abril
ZANAHORIAS,7.72260,6.51146,084,3597,,,SUPERMERCADO,2018 ,Abril
CALABACINES,7.76026,9.83812,127,3187,,,SUPERMERCADO,2018 ,Abril
OTR.HORTALIZAS/VERD.,20.35161,45.15323,222,624,,,SUPERMERCADO,2018 ,Abril
BROCOLI,2.39345,3.98966,167,1467,,,SUPERMERCADO,2018 ,Abril
ALCACHOFAS,3.96960,4.85605,122,1544,,,SUPERMERCADO,2018 ,Abril
VERD./HORT. IV GAMA,14.38490,44.13400,307,565,,,SUPERMERCADO,2018 ,Abril
