Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,54.86193,48.82781,089,6107,,,SUPERMERCADO,2018 ,Mayo
PATATAS FRESCAS,32.26192,24.94786,077,3895,,,SUPERMERCADO,2018 ,Mayo
PATATAS CONGELADAS,3.11478,3.72734,12,961,,,SUPERMERCADO,2018 ,Mayo
PATATAS PROCESADAS,3.89705,20.15260,517,3853,,,SUPERMERCADO,2018 ,Mayo
T.HORTALIZAS FRESCAS,103.12228,193.98351,188,8865,,,SUPERMERCADO,2018 ,Mayo
TOMATES,23.60409,37.00487,157,6104,,,SUPERMERCADO,2018 ,Mayo
CEBOLLAS,13.83436,15.01426,109,4573,,,SUPERMERCADO,2018 ,Mayo
AJOS,1.01559,4.76005,469,1757,,,SUPERMERCADO,2018 ,Mayo
COLES,1.67781,1.77471,106,756,,,SUPERMERCADO,2018 ,Mayo
PEPINOS,4.30185,6.04170,14,2364,,,SUPERMERCADO,2018 ,Mayo
JUDIAS VERDES,3.16647,7.77192,245,181,,,SUPERMERCADO,2018 ,Mayo
PIMIENTOS,8.56609,16.13658,188,4449,,,SUPERMERCADO,2018 ,Mayo
CHAMPIÑONES+O.SETAS,3.02851,12.12394,4,2647,,,SUPERMERCADO,2018 ,Mayo
LECHUGA/ESC./ENDIVIA,6.67377,22.80282,342,4515,,,SUPERMERCADO,2018 ,Mayo
ESPARRAGOS,1.87319,6.35160,339,1364,,,SUPERMERCADO,2018 ,Mayo
VERDURAS DE HOJA,1.34833,4.71406,35,1433,,,SUPERMERCADO,2018 ,Mayo
BERENJENAS,2.34034,3.28214,14,1618,,,SUPERMERCADO,2018 ,Mayo
ZANAHORIAS,7.93564,6.49242,082,3502,,,SUPERMERCADO,2018 ,Mayo
CALABACINES,6.69980,8.77360,131,3041,,,SUPERMERCADO,2018 ,Mayo
OTR.HORTALIZAS/VERD.,17.05643,40.93884,24,5901,,,SUPERMERCADO,2018 ,Mayo
BROCOLI,2.48095,4.07296,164,1419,,,SUPERMERCADO,2018 ,Mayo
ALCACHOFAS,2.16791,3.04451,14,1066,,,SUPERMERCADO,2018 ,Mayo
VERD./HORT. IV GAMA,14.70604,45.35073,308,5577,,,SUPERMERCADO,2018 ,Mayo
