Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,44.12038,35.89455,081,5275,,,SUPERMERCADO,2014 ,Agosto
PATATAS FRESCAS,24.40089,15.81458,065,3042,,,SUPERMERCADO,2014 ,Agosto
PATATAS CONGELADAS,2.65447,2.96679,112,851,,,SUPERMERCADO,2014 ,Agosto
PATATAS PROCESADAS,3.41300,17.11318,501,358,,,SUPERMERCADO,2014 ,Agosto
T.HORTALIZAS FRESCAS,72.93834,113.68769,156,7724,,,SUPERMERCADO,2014 ,Agosto
TOMATES,19.21880,22.76261,118,4685,,,SUPERMERCADO,2014 ,Agosto
CEBOLLAS,8.94533,8.78445,098,3306,,,SUPERMERCADO,2014 ,Agosto
AJOS,79076,3.45846,437,1528,,,SUPERMERCADO,2014 ,Agosto
COLES,96167,94207,098,398,,,SUPERMERCADO,2014 ,Agosto
PEPINOS,4.82033,4.93215,102,2539,,,SUPERMERCADO,2014 ,Agosto
JUDIAS VERDES,1.68620,4.31861,256,1202,,,SUPERMERCADO,2014 ,Agosto
PIMIENTOS,6.35367,9.65991,152,3745,,,SUPERMERCADO,2014 ,Agosto
CHAMPIÑONES+O.SETAS,2.11701,7.67088,362,2082,,,SUPERMERCADO,2014 ,Agosto
LECHUGA/ESC./ENDIVIA,6.03913,13.68819,227,3414,,,SUPERMERCADO,2014 ,Agosto
ESPARRAGOS,32197,95240,296,217,,,SUPERMERCADO,2014 ,Agosto
VERDURAS DE HOJA,70017,2.99606,428,898,,,SUPERMERCADO,2014 ,Agosto
BERENJENAS,1.59426,1.85310,116,1156,,,SUPERMERCADO,2014 ,Agosto
ZANAHORIAS,6.03050,4.43058,073,2986,,,SUPERMERCADO,2014 ,Agosto
CALABACINES,3.89955,3.87753,099,20,,,SUPERMERCADO,2014 ,Agosto
OTR.HORTALIZAS/VERD.,9.45899,23.36069,247,4257,,,SUPERMERCADO,2014 ,Agosto
VERD./HORT. IV GAMA,5.30739,19.00963,358,3225,,,SUPERMERCADO,2014 ,Agosto
VERD./HORT. ECOLOGIC,3.81897,5.46492,143,739,,,SUPERMERCADO,2014 ,Agosto
