Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,60.07009,53.34938,089,6195,,,SUPERMERCADO,2018 ,Octubre
PATATAS FRESCAS,36.18272,28.99221,08,4071,,,SUPERMERCADO,2018 ,Octubre
PATATAS CONGELADAS,3.36380,4.02308,12,975,,,SUPERMERCADO,2018 ,Octubre
PATATAS PROCESADAS,4.10471,20.33409,495,392,,,SUPERMERCADO,2018 ,Octubre
PATATAS FRITAS,3.31034,19.13707,578,3741,,,SUPERMERCADO,2018 ,Octubre
T.HORTALIZAS FRESCAS,94.41578,186.97263,198,8624,,,SUPERMERCADO,2018 ,Octubre
TOMATES,18.04540,33.07574,183,5275,,,SUPERMERCADO,2018 ,Octubre
CEBOLLAS,12.14933,13.55255,112,4079,,,SUPERMERCADO,2018 ,Octubre
AJOS,93808,4.33764,462,1637,,,SUPERMERCADO,2018 ,Octubre
COLES,2.28070,2.82942,124,899,,,SUPERMERCADO,2018 ,Octubre
PEPINOS,3.38685,5.12143,151,1771,,,SUPERMERCADO,2018 ,Octubre
JUDIAS VERDES,2.09780,6.59270,314,1348,,,SUPERMERCADO,2018 ,Octubre
PIMIENTOS,6.83181,12.94074,189,3834,,,SUPERMERCADO,2018 ,Octubre
CHAMPIÑONES+O.SETAS,3.16364,13.08840,414,2755,,,SUPERMERCADO,2018 ,Octubre
LECHUGA/ESC./ENDIVIA,6.70251,22.36383,334,434,,,SUPERMERCADO,2018 ,Octubre
ESPARRAGOS,58859,2.32783,395,459,,,SUPERMERCADO,2018 ,Octubre
VERDURAS DE HOJA,1.47154,5.30073,36,1415,,,SUPERMERCADO,2018 ,Octubre
BERENJENAS,2.05443,3.45571,168,1381,,,SUPERMERCADO,2018 ,Octubre
ZANAHORIAS,7.91239,6.25313,079,3707,,,SUPERMERCADO,2018 ,Octubre
CALABACINES,6.97169,9.37910,135,3009,,,SUPERMERCADO,2018 ,Octubre
OTR.HORTALIZAS/VERD.,19.82101,46.35369,234,595,,,SUPERMERCADO,2018 ,Octubre
BROCOLI,2.53227,4.38262,173,1436,,,SUPERMERCADO,2018 ,Octubre
ALCACHOFAS,38756,98321,254,247,,,SUPERMERCADO,2018 ,Octubre
VERD./HORT. IV GAMA,14.33424,43.31133,302,5406,,,SUPERMERCADO,2018 ,Octubre
