Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,45.25097,38.91125,086,5402,,,SUPERMERCADO,2014 ,Febrero
PATATAS FRESCAS,25.83453,19.33334,075,3117,,,SUPERMERCADO,2014 ,Febrero
PATATAS CONGELADAS,2.66193,3.13779,118,877,,,SUPERMERCADO,2014 ,Febrero
PATATAS PROCESADAS,3.35090,16.44012,491,3479,,,SUPERMERCADO,2014 ,Febrero
T.HORTALIZAS FRESCAS,84.16776,144.69805,172,8286,,,SUPERMERCADO,2014 ,Febrero
TOMATES,14.69661,21.74299,148,4843,,,SUPERMERCADO,2014 ,Febrero
CEBOLLAS,10.95276,10.53962,096,3621,,,SUPERMERCADO,2014 ,Febrero
AJOS,1.02077,4.65869,456,1787,,,SUPERMERCADO,2014 ,Febrero
COLES,2.58495,2.87067,111,977,,,SUPERMERCADO,2014 ,Febrero
PEPINOS,1.88736,2.90736,154,1157,,,SUPERMERCADO,2014 ,Febrero
JUDIAS VERDES,2.62693,7.05647,269,169,,,SUPERMERCADO,2014 ,Febrero
PIMIENTOS,6.93274,12.22468,176,3754,,,SUPERMERCADO,2014 ,Febrero
CHAMPIÑONES+O.SETAS,2.90154,9.54846,329,2444,,,SUPERMERCADO,2014 ,Febrero
LECHUGA/ESC./ENDIVIA,4.76896,12.00572,252,3074,,,SUPERMERCADO,2014 ,Febrero
ESPARRAGOS,35970,1.57949,439,299,,,SUPERMERCADO,2014 ,Febrero
VERDURAS DE HOJA,1.29345,4.04988,313,1231,,,SUPERMERCADO,2014 ,Febrero
BERENJENAS,1.52160,2.69018,177,115,,,SUPERMERCADO,2014 ,Febrero
ZANAHORIAS,6.71798,5.21906,078,3327,,,SUPERMERCADO,2014 ,Febrero
CALABACINES,5.81528,8.66978,149,2528,,,SUPERMERCADO,2014 ,Febrero
OTR.HORTALIZAS/VERD.,20.08713,38.93501,194,5794,,,SUPERMERCADO,2014 ,Febrero
VERD./HORT. IV GAMA,6.54636,21.43730,327,3615,,,SUPERMERCADO,2014 ,Febrero
VERD./HORT. ECOLOGIC,3.16905,4.84118,153,879,,,SUPERMERCADO,2014 ,Febrero
