Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
TOTAL PATATAS,51.00525,42.48316,083,5715,,,SUPERMERCADO,2015 ,Noviembre
PATATAS FRESCAS,31.44075,22.88628,073,3673,,,SUPERMERCADO,2015 ,Noviembre
PATATAS CONGELADAS,2.86208,3.29669,115,837,,,SUPERMERCADO,2015 ,Noviembre
PATATAS PROCESADAS,3.34048,16.30019,488,3454,,,SUPERMERCADO,2015 ,Noviembre
T.HORTALIZAS FRESCAS,84.21478,145.90707,173,8424,,,SUPERMERCADO,2015 ,Noviembre
TOMATES,16.27703,23.75416,146,4984,,,SUPERMERCADO,2015 ,Noviembre
CEBOLLAS,10.69695,10.86674,102,3727,,,SUPERMERCADO,2015 ,Noviembre
AJOS,97808,4.20691,43,1656,,,SUPERMERCADO,2015 ,Noviembre
COLES,2.44606,2.56755,105,929,,,SUPERMERCADO,2015 ,Noviembre
PEPINOS,2.50083,2.99993,12,138,,,SUPERMERCADO,2015 ,Noviembre
JUDIAS VERDES,3.24797,6.96694,215,1864,,,SUPERMERCADO,2015 ,Noviembre
PIMIENTOS,5.34104,9.28070,174,3275,,,SUPERMERCADO,2015 ,Noviembre
CHAMPIÑONES+O.SETAS,2.35626,9.51265,404,2391,,,SUPERMERCADO,2015 ,Noviembre
LECHUGA/ESC./ENDIVIA,6.85123,21.53472,314,4188,,,SUPERMERCADO,2015 ,Noviembre
ESPARRAGOS,37074,1.29042,348,265,,,SUPERMERCADO,2015 ,Noviembre
VERDURAS DE HOJA,1.12870,3.83537,34,1153,,,SUPERMERCADO,2015 ,Noviembre
BERENJENAS,1.88793,2.37894,126,1197,,,SUPERMERCADO,2015 ,Noviembre
ZANAHORIAS,7.31395,5.28764,072,3437,,,SUPERMERCADO,2015 ,Noviembre
CALABACINES,5.17688,8.17875,158,2487,,,SUPERMERCADO,2015 ,Noviembre
OTR.HORTALIZAS/VERD.,17.64114,33.24565,188,5598,,,SUPERMERCADO,2015 ,Noviembre
VERD./HORT. IV GAMA,6.15420,25.57887,416,3832,,,SUPERMERCADO,2015 ,Noviembre
