,PRODUCTOS,Semana52
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 52
4,,21/12-27/12
5,FRUTAS,
6,Clementina  (€/100 kg),19.20196640520588
7,Limón  (€/100 kg),21.024719604023
8,Mandarina (€/100 kg),39.01636375092948
9,Naranja grupo Blancas (€/100 kg),25.73226670654154
10,Naranja grupo Navel (€/100 kg),23.355231946943203
11,Manzana Golden (€/100 kg),57.78000963721473
12,Pera Blanquilla (€/100 kg),50.79704213160792
13,Pera Conferencia (€/100 kg),68.35328175216597
14,Aguacate (€/100 kg),188.8870577620887
15,Caqui (€/100 kg),49.25
16,Granada (€/100 kg),57.50000000000001
17,Plátano (€/100 kg),32.08
18,HORTALIZAS,
19,Acelga (€/100kg),56.169406817407726
20,Ajo (€/100kg),155.61391828707426
21,Alcachofa (€/100kg),117.83029476814585
22,Berenjena (€/100 kg),59.6624674198064
23,Brócoli (€/100 kg),37.58113966079478
24,Calabacín (€/100 kg),25.355223998724874
25,Cebolla (€/100 kg),16.55267044204677
26,Champiñón (€/100kg),171.95730782174
27,Coliflor (€/100 kg),40.04077205673645
28,Col-repollo hoja lisa (€/100 kg),29.67769583489287
29,Escarola (€/100 ud),35.23622308033583
30,Espinaca (€/100 kg),97.34178503203022
31,Haba verde (€/100 kg),153.9427443290227
32,Judía verde tipo plana (€/100 kg),170.94718560440458
33,Lechuga Romana (€/100 ud),20.29995491133193
34,Pepino (€/100 kg),36.32889315734191
35,Pimiento verde tipo italiano (€/100 kg),45.99923614163225
