,PRODUCTOS,Semana20
2,PRODUCTOS AGRÍCOLAS,
3,(especificaciones),Semana 20
4,,11/05 - 17/05
5,FRUTAS,
6,Limón  (€/100 kg),73.67061439049222
7,Naranja  (€/100 kg),64.65083704094714
8,Manzana Golden (€/100 kg),45.55272297422664
9,Albaricoque (€/100 kg),79.48348505211887
10,Cereza (€/100 kg),272.68325900307474
11,Melocotón (€/100 kg),89.39932039309024
12,Nectarina (€/100 kg),93.89065298672074
13,Aguacate (€/100 kg),200.93605302255583
14,Níspero (€/100 kg),95.52430755425976
15,Plátano (€/100 kg),23.14
16,HORTALIZAS,
17,Acelga (€/100kg),59.14773038389904
18,Ajo (€/100kg),188.97629007997378
19,Alcachofa (€/100kg),63.91421951694601
20,Berenjena (€/100 kg),54.92850527827648
21,Calabacín (€/100 kg),24.635999076710007
22,Cebolla (€/100 kg),14.986460784751575
23,Champiñón (€/100kg),159.90277573186154
24,Coliflor (€/100kg),76.23101699260195
25,Col-repollo (€/100kg),31.129344460705806
26,Escarola (€/100 ud),40.15945828505214
27,Espárrago (€/100kg),113.34502718039309
28,Espinaca (€/100 kg),134.27478229750687
29,Fresa (€/100 kg),98.19359308840512
30,Haba verde (€/100 kg),72.8529875066866
31,Judía verde tipo plana (€/100 kg),142.42504549257842
32,Lechuga Romana (€/100 ud),24.55878542815319
33,Pepino (€/100 kg),27.02998210237192
34,Pimiento verde tipo italiano (€/100 kg),46.117765339381215
35,Puerro (€/100 kg),50.81759130931961
