Fecha,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Canal_Venta,Año,Mes
07-2016,CHAMPIÑONES+O.SETAS,366.25,1145.1,3.13,3.17,HIPERMERCADOS,2016,7
07-2016,LECHUGA/ESC./ENDIVIA,864.0,2767.84,0.32,7.43,HIPERMERCADOS,2016,7
07-2016,ESPARRAGOS,125.77,464.1,3.69,0.84,HIPERMERCADOS,2016,7
07-2016,VERDURAS DE HOJA,150.64,749.69,4.98,2.33,HIPERMERCADOS,2016,7
07-2016,BERENJENAS,349.54,455.75,0.13,2.59,HIPERMERCADOS,2016,7
07-2016,ZANAHORIAS,986.39,780.9,0.79,5.83,HIPERMERCADOS,2016,7
07-2016,CALABACINES,1034.93,1117.96,1.08,5.29,HIPERMERCADOS,2016,7
07-2016,OTR.HORTALIZAS/VERD.,1734.83,4732.47,2.73,10.71,HIPERMERCADOS,2016,7
07-2016,VERD./HORT. IV GAMA,1342.64,4706.31,3.51,9.13,HIPERMERCADOS,2016,7
08-2016,TOTAL PATATAS,10099.78,10248.16,1.01,14.15,HIPERMERCADOS,2016,8
08-2016,PATATAS FRESCAS,5466.79,4805.3,0.88,7.48,HIPERMERCADOS,2016,8
08-2016,PATATAS CONGELADAS,283.68,393.37,1.39,0.11,HIPERMERCADOS,2016,8
08-2016,PATATAS PROCESADAS,869.86,5049.49,0.58,9.33,HIPERMERCADOS,2016,8
08-2016,T.HORTALIZAS FRESCAS,13015.57,24583.28,1.89,23.62,HIPERMERCADOS,2016,8
08-2016,TOMATES,3502.15,5420.81,1.55,11.97,HIPERMERCADOS,2016,8
08-2016,CEBOLLAS,1821.48,2076.62,1.14,7.89,HIPERMERCADOS,2016,8
08-2016,AJOS,190.52,925.16,4.86,3.02,HIPERMERCADOS,2016,8
08-2016,COLES,146.03,149.01,1.02,0.63,HIPERMERCADOS,2016,8
08-2016,PEPINOS,853.64,958.43,1.12,5.45,HIPERMERCADOS,2016,8
08-2016,JUDIAS VERDES,306.27,1127.58,3.68,2.05,HIPERMERCADOS,2016,8
08-2016,PIMIENTOS,1226.38,2441.39,1.99,9.37,HIPERMERCADOS,2016,8
08-2016,CHAMPIÑONES+O.SETAS,231.47,985.55,4.26,2.89,HIPERMERCADOS,2016,8
08-2016,LECHUGA/ESC./ENDIVIA,812.18,2670.58,3.29,7.49,HIPERMERCADOS,2016,8
08-2016,ESPARRAGOS,43.56,302.29,6.94,0.71,HIPERMERCADOS,2016,8
08-2016,VERDURAS DE HOJA,148.75,740.6,4.98,2.38,HIPERMERCADOS,2016,8
08-2016,BERENJENAS,382.06,504.88,1.32,2.61,HIPERMERCADOS,2016,8
08-2016,ZANAHORIAS,841.88,758.74,0.09,5.37,HIPERMERCADOS,2016,8
08-2016,CALABACINES,953.94,1114.33,1.17,5.01,HIPERMERCADOS,2016,8
08-2016,OTR.HORTALIZAS/VERD.,1555.26,4407.29,2.83,1.03,HIPERMERCADOS,2016,8
08-2016,VERD./HORT. IV GAMA,1019.22,4203.26,4.12,8.55,HIPERMERCADOS,2016,8
09-2016,TOTAL PATATAS,10886.19,10340.47,0.95,1.53,HIPERMERCADOS,2016,9
09-2016,PATATAS FRESCAS,5642.32,4595.44,0.81,7.84,HIPERMERCADOS,2016,9
09-2016,PATATAS CONGELADAS,495.98,624.5,1.26,1.73,HIPERMERCADOS,2016,9
09-2016,PATATAS PROCESADAS,949.58,5120.53,5.39,9.95,HIPERMERCADOS,2016,9
09-2016,T.HORTALIZAS FRESCAS,14907.18,28160.8,1.89,25.96,HIPERMERCADOS,2016,9
09-2016,TOMATES,3638.36,5830.9,0.16,12.88,HIPERMERCADOS,2016,9
09-2016,CEBOLLAS,1925.6,2151.49,1.12,8.01,HIPERMERCADOS,2016,9
09-2016,AJOS,167.58,809.15,4.83,2.92,HIPERMERCADOS,2016,9
09-2016,COLES,269.31,287.58,1.07,1.32,HIPERMERCADOS,2016,9
09-2016,PEPINOS,585.03,630.52,1.08,4.33,HIPERMERCADOS,2016,9
09-2016,JUDIAS VERDES,278.46,989.65,3.55,2.22,HIPERMERCADOS,2016,9
09-2016,PIMIENTOS,1381.2,2686.61,1.95,10.03,HIPERMERCADOS,2016,9
09-2016,CHAMPIÑONES+O.SETAS,397.37,1546.79,3.89,3.82,HIPERMERCADOS,2016,9
09-2016,LECHUGA/ESC./ENDIVIA,999.85,3189.03,3.19,8.11,HIPERMERCADOS,2016,9
09-2016,ESPARRAGOS,115.33,414.31,3.59,0.91,HIPERMERCADOS,2016,9
09-2016,VERDURAS DE HOJA,219.36,870.3,3.97,2.66,HIPERMERCADOS,2016,9
09-2016,BERENJENAS,316.19,443.7,0.14,2.43,HIPERMERCADOS,2016,9
09-2016,ZANAHORIAS,1109.5,931.74,0.84,6.64,HIPERMERCADOS,2016,9
09-2016,CALABACINES,1240.86,1414.84,1.14,6.43,HIPERMERCADOS,2016,9
09-2016,OTR.HORTALIZAS/VERD.,2263.16,5964.2,2.64,1.27,HIPERMERCADOS,2016,9
09-2016,VERD./HORT. IV GAMA,1171.08,4875.42,4.16,9.54,HIPERMERCADOS,2016,9
10-2016,TOTAL PATATAS,11642.48,10800.46,0.93,14.97,HIPERMERCADOS,2016,10
10-2016,PATATAS FRESCAS,6562.2,5175.56,0.79,0.76,HIPERMERCADOS,2016,10
10-2016,PATATAS CONGELADAS,397.53,525.61,1.32,1.49,HIPERMERCADOS,2016,10
10-2016,PATATAS PROCESADAS,936.55,5099.29,5.44,9.41,HIPERMERCADOS,2016,10
10-2016,T.HORTALIZAS FRESCAS,16751.68,31517.91,1.88,26.75,HIPERMERCADOS,2016,10
10-2016,TOMATES,4046.75,6745.8,1.67,14.34,HIPERMERCADOS,2016,10
10-2016,CEBOLLAS,2236.72,2378.63,1.06,8.54,HIPERMERCADOS,2016,10
10-2016,AJOS,206.19,958.44,4.65,2.79,HIPERMERCADOS,2016,10
10-2016,COLES,389.44,447.39,1.15,1.44,HIPERMERCADOS,2016,10
10-2016,PEPINOS,592.74,721.24,1.22,0.33,HIPERMERCADOS,2016,10
10-2016,JUDIAS VERDES,356.61,1188.76,3.33,2.57,HIPERMERCADOS,2016,10
10-2016,PIMIENTOS,1346.33,2448.72,1.82,9.09,HIPERMERCADOS,2016,10
10-2016,CHAMPIÑONES+O.SETAS,441.72,1893.63,4.29,0.43,HIPERMERCADOS,2016,10
10-2016,LECHUGA/ESC./ENDIVIA,1011.39,3399.83,3.36,8.43,HIPERMERCADOS,2016,10
10-2016,ESPARRAGOS,176.53,473.13,2.68,0.88,HIPERMERCADOS,2016,10
10-2016,VERDURAS DE HOJA,235.36,947.62,4.03,2.64,HIPERMERCADOS,2016,10
10-2016,BERENJENAS,370.53,533.51,1.44,2.62,HIPERMERCADOS,2016,10
10-2016,ZANAHORIAS,1152.91,916.14,0.79,6.52,HIPERMERCADOS,2016,10
10-2016,CALABACINES,1477.91,1665.0,1.13,0.72,HIPERMERCADOS,2016,10
10-2016,OTR.HORTALIZAS/VERD.,2710.53,6800.09,2.51,13.11,HIPERMERCADOS,2016,10
10-2016,VERD./HORT. IV GAMA,1418.45,5491.32,3.87,9.85,HIPERMERCADOS,2016,10
11-2016,TOTAL PATATAS,11868.3,10615.22,0.89,14.15,HIPERMERCADOS,2016,11
11-2016,PATATAS FRESCAS,6999.77,5178.21,0.74,0.77,HIPERMERCADOS,2016,11
11-2016,PATATAS CONGELADAS,391.94,514.36,1.31,1.37,HIPERMERCADOS,2016,11
11-2016,PATATAS PROCESADAS,895.32,4922.65,0.55,8.95,HIPERMERCADOS,2016,11
11-2016,T.HORTALIZAS FRESCAS,14580.73,27757.96,0.19,25.12,HIPERMERCADOS,2016,11
11-2016,TOMATES,2971.95,5135.13,1.73,12.03,HIPERMERCADOS,2016,11
11-2016,CEBOLLAS,1914.17,2178.66,1.14,7.46,HIPERMERCADOS,2016,11
11-2016,AJOS,201.96,1024.91,5.07,2.98,HIPERMERCADOS,2016,11
11-2016,COLES,445.05,519.94,1.17,1.84,HIPERMERCADOS,2016,11
11-2016,PEPINOS,367.22,467.3,1.27,2.48,HIPERMERCADOS,2016,11
11-2016,JUDIAS VERDES,408.87,1204.41,2.95,2.65,HIPERMERCADOS,2016,11
11-2016,PIMIENTOS,1078.73,1928.91,1.79,7.93,HIPERMERCADOS,2016,11
11-2016,CHAMPIÑONES+O.SETAS,576.88,2436.22,4.22,5.06,HIPERMERCADOS,2016,11
11-2016,LECHUGA/ESC./ENDIVIA,761.15,2351.02,3.09,6.53,HIPERMERCADOS,2016,11
11-2016,ESPARRAGOS,48.06,328.44,6.83,0.62,HIPERMERCADOS,2016,11
11-2016,VERDURAS DE HOJA,206.1,708.41,3.44,2.42,HIPERMERCADOS,2016,11
11-2016,BERENJENAS,453.65,681.01,0.15,3.17,HIPERMERCADOS,2016,11
11-2016,ZANAHORIAS,1198.14,921.23,0.77,6.26,HIPERMERCADOS,2016,11
11-2016,CALABACINES,1223.58,1529.84,1.25,5.88,HIPERMERCADOS,2016,11
11-2016,OTR.HORTALIZAS/VERD.,2725.24,6342.53,2.33,13.29,HIPERMERCADOS,2016,11
11-2016,VERD./HORT. IV GAMA,1138.53,4115.24,3.61,9.09,HIPERMERCADOS,2016,11
12-2016,TOTAL PATATAS,12298.08,11998.66,0.98,16.53,HIPERMERCADOS,2016,12
12-2016,PATATAS FRESCAS,6796.08,5534.56,0.81,8.28,HIPERMERCADOS,2016,12
12-2016,PATATAS CONGELADAS,428.26,572.07,1.34,1.54,HIPERMERCADOS,2016,12
12-2016,PATATAS PROCESADAS,1014.75,5892.03,5.81,10.78,HIPERMERCADOS,2016,12
12-2016,T.HORTALIZAS FRESCAS,14926.74,31098.45,2.08,27.02,HIPERMERCADOS,2016,12
12-2016,TOMATES,2856.33,5316.55,1.86,12.64,HIPERMERCADOS,2016,12
12-2016,CEBOLLAS,2209.34,2390.79,1.08,8.62,HIPERMERCADOS,2016,12
12-2016,AJOS,248.27,1194.19,4.81,3.74,HIPERMERCADOS,2016,12
12-2016,COLES,518.17,571.34,0.11,2.36,HIPERMERCADOS,2016,12
12-2016,PEPINOS,320.28,494.44,1.54,2.13,HIPERMERCADOS,2016,12
12-2016,JUDIAS VERDES,315.23,895.28,2.84,2.37,HIPERMERCADOS,2016,12
12-2016,PIMIENTOS,1207.97,2385.15,1.97,9.15,HIPERMERCADOS,2016,12
12-2016,CHAMPIÑONES+O.SETAS,485.82,2633.26,5.42,4.17,HIPERMERCADOS,2016,12
12-2016,LECHUGA/ESC./ENDIVIA,976.04,3247.87,3.33,8.24,HIPERMERCADOS,2016,12
12-2016,ESPARRAGOS,56.72,285.84,5.04,0.55,HIPERMERCADOS,2016,12
12-2016,VERDURAS DE HOJA,286.74,943.69,3.29,2.66,HIPERMERCADOS,2016,12
12-2016,BERENJENAS,260.89,613.87,2.35,1.95,HIPERMERCADOS,2016,12
12-2016,ZANAHORIAS,1156.89,990.73,0.86,0.63,HIPERMERCADOS,2016,12
12-2016,CALABACINES,989.01,1960.79,1.98,5.11,HIPERMERCADOS,2016,12
12-2016,OTR.HORTALIZAS/VERD.,3039.05,7174.65,2.36,14.37,HIPERMERCADOS,2016,12
12-2016,VERD./HORT. IV GAMA,1110.93,4797.37,4.32,9.82,HIPERMERCADOS,2016,12
01-2017,TOTAL PATATAS,11835.22,10632.76,0.09,15.55,HIPERMERCADOS,2017,1
01-2017,PATATAS FRESCAS,6881.77,5317.71,0.77,8.03,HIPERMERCADOS,2017,1
01-2017,PATATAS CONGELADAS,413.26,570.96,1.38,1.59,HIPERMERCADOS,2017,1
01-2017,PATATAS PROCESADAS,908.04,4744.08,5.22,9.61,HIPERMERCADOS,2017,1
01-2017,T.HORTALIZAS FRESCAS,16062.38,32398.01,2.02,26.96,HIPERMERCADOS,2017,1
01-2017,TOMATES,2996.61,5482.68,1.83,12.11,HIPERMERCADOS,2017,1
01-2017,CEBOLLAS,2405.5,2313.72,0.96,8.58,HIPERMERCADOS,2017,1
01-2017,AJOS,214.84,992.97,4.62,0.33,HIPERMERCADOS,2017,1
01-2017,COLES,596.88,678.37,1.14,2.76,HIPERMERCADOS,2017,1
01-2017,PEPINOS,317.83,509.6,0.16,2.43,HIPERMERCADOS,2017,1
01-2017,JUDIAS VERDES,458.01,1335.83,2.92,2.89,HIPERMERCADOS,2017,1
01-2017,PIMIENTOS,1456.37,2970.27,2.04,9.93,HIPERMERCADOS,2017,1
01-2017,CHAMPIÑONES+O.SETAS,453.14,1810.55,0.04,4.49,HIPERMERCADOS,2017,1
01-2017,LECHUGA/ESC./ENDIVIA,881.65,3059.14,3.47,8.36,HIPERMERCADOS,2017,1
01-2017,ESPARRAGOS,76.75,375.75,0.49,0.72,HIPERMERCADOS,2017,1
01-2017,VERDURAS DE HOJA,227.29,835.36,3.68,2.59,HIPERMERCADOS,2017,1
01-2017,BERENJENAS,313.22,781.06,2.49,2.42,HIPERMERCADOS,2017,1
01-2017,ZANAHORIAS,1432.55,1120.3,0.78,7.34,HIPERMERCADOS,2017,1
01-2017,CALABACINES,1046.17,2749.99,2.63,5.63,HIPERMERCADOS,2017,1
01-2017,OTR.HORTALIZAS/VERD.,3185.57,7382.42,2.32,14.84,HIPERMERCADOS,2017,1
01-2017,BROCOLI,415.62,721.9,1.74,3.04,HIPERMERCADOS,2017,1
01-2017,ALCACHOFAS,207.35,448.52,2.16,1.56,HIPERMERCADOS,2017,1
01-2017,VERD./HORT. IV GAMA,1370.84,5165.09,3.77,9.97,HIPERMERCADOS,2017,1
02-2017,TOTAL PATATAS,9327.61,8571.03,0.92,1.27,HIPERMERCADOS,2017,2
02-2017,PATATAS FRESCAS,5332.55,4129.25,0.77,0.64,HIPERMERCADOS,2017,2
02-2017,PATATAS CONGELADAS,445.08,559.56,1.26,1.54,HIPERMERCADOS,2017,2
02-2017,PATATAS PROCESADAS,709.99,3882.23,5.47,7.59,HIPERMERCADOS,2017,2
02-2017,T.HORTALIZAS FRESCAS,13531.47,28806.21,2.13,24.17,HIPERMERCADOS,2017,2
02-2017,TOMATES,2591.22,5017.94,1.94,10.57,HIPERMERCADOS,2017,2
02-2017,CEBOLLAS,1718.11,1879.41,1.09,0.65,HIPERMERCADOS,2017,2
02-2017,AJOS,189.75,959.85,5.06,2.95,HIPERMERCADOS,2017,2
02-2017,COLES,463.12,534.47,1.15,2.28,HIPERMERCADOS,2017,2
02-2017,PEPINOS,365.1,669.96,1.84,2.44,HIPERMERCADOS,2017,2
02-2017,JUDIAS VERDES,251.64,912.37,3.63,1.87,HIPERMERCADOS,2017,2
02-2017,PIMIENTOS,1205.18,2792.7,2.32,8.38,HIPERMERCADOS,2017,2
02-2017,CHAMPIÑONES+O.SETAS,417.42,1669.56,0.04,0.44,HIPERMERCADOS,2017,2
02-2017,LECHUGA/ESC./ENDIVIA,855.97,2908.34,0.34,7.34,HIPERMERCADOS,2017,2
02-2017,ESPARRAGOS,46.01,353.1,7.68,0.62,HIPERMERCADOS,2017,2
02-2017,VERDURAS DE HOJA,269.23,812.91,3.02,2.08,HIPERMERCADOS,2017,2
02-2017,BERENJENAS,302.14,613.22,2.03,2.08,HIPERMERCADOS,2017,2
02-2017,ZANAHORIAS,1162.64,893.52,0.77,5.72,HIPERMERCADOS,2017,2
02-2017,CALABACINES,997.77,1905.56,1.91,4.61,HIPERMERCADOS,2017,2
02-2017,OTR.HORTALIZAS/VERD.,2696.17,6883.31,2.55,12.67,HIPERMERCADOS,2017,2
02-2017,BROCOLI,352.74,630.51,1.79,0.24,HIPERMERCADOS,2017,2
02-2017,ALCACHOFAS,251.02,571.51,2.28,1.39,HIPERMERCADOS,2017,2
02-2017,VERD./HORT. IV GAMA,1104.31,4417.63,0.04,8.79,HIPERMERCADOS,2017,2
03-2017,TOTAL PATATAS,11821.43,10852.95,0.92,14.95,HIPERMERCADOS,2017,3
03-2017,PATATAS FRESCAS,6498.24,4971.37,0.77,7.93,HIPERMERCADOS,2017,3
03-2017,PATATAS CONGELADAS,392.89,533.55,1.36,1.42,HIPERMERCADOS,2017,3
03-2017,PATATAS PROCESADAS,986.06,5348.03,5.42,9.27,HIPERMERCADOS,2017,3
03-2017,T.HORTALIZAS FRESCAS,17642.33,34470.38,1.95,26.83,HIPERMERCADOS,2017,3
03-2017,TOMATES,3400.12,6241.39,1.84,11.86,HIPERMERCADOS,2017,3
03-2017,CEBOLLAS,2645.66,2666.98,1.01,9.06,HIPERMERCADOS,2017,3
03-2017,AJOS,266.1,1225.63,4.61,0.39,HIPERMERCADOS,2017,3
03-2017,COLES,192.43,253.28,1.32,1.09,HIPERMERCADOS,2017,3
03-2017,PEPINOS,433.08,778.44,0.18,2.84,HIPERMERCADOS,2017,3
03-2017,JUDIAS VERDES,310.78,1142.31,3.68,2.56,HIPERMERCADOS,2017,3
03-2017,PIMIENTOS,1412.63,3379.82,2.39,8.99,HIPERMERCADOS,2017,3
03-2017,CHAMPIÑONES+O.SETAS,481.53,1966.54,4.08,0.43,HIPERMERCADOS,2017,3
03-2017,LECHUGA/ESC./ENDIVIA,964.93,3300.45,3.42,7.91,HIPERMERCADOS,2017,3
03-2017,ESPARRAGOS,220.13,682.59,0.31,1.26,HIPERMERCADOS,2017,3
03-2017,VERDURAS DE HOJA,317.31,1108.35,3.49,2.73,HIPERMERCADOS,2017,3
03-2017,BERENJENAS,363.08,515.09,1.42,0.27,HIPERMERCADOS,2017,3
03-2017,ZANAHORIAS,1280.19,995.78,0.78,7.13,HIPERMERCADOS,2017,3
03-2017,CALABACINES,1638.15,2113.73,1.29,6.98,HIPERMERCADOS,2017,3
03-2017,OTR.HORTALIZAS/VERD.,3716.19,8100.02,2.18,14.48,HIPERMERCADOS,2017,3
03-2017,BROCOLI,415.5,603.65,1.45,2.16,HIPERMERCADOS,2017,3
03-2017,ALCACHOFAS,705.86,1066.87,1.51,2.88,HIPERMERCADOS,2017,3
03-2017,VERD./HORT. IV GAMA,1352.12,5211.7,3.85,9.41,HIPERMERCADOS,2017,3
04-2017,TOTAL PATATAS,11102.98,10111.4,0.91,14.94,HIPERMERCADOS,2017,4
04-2017,PATATAS FRESCAS,6472.69,4754.24,0.73,8.16,HIPERMERCADOS,2017,4
04-2017,PATATAS CONGELADAS,349.8,496.65,1.42,1.09,HIPERMERCADOS,2017,4
04-2017,PATATAS PROCESADAS,856.1,4860.51,5.68,9.48,HIPERMERCADOS,2017,4
04-2017,T.HORTALIZAS FRESCAS,16991.86,33537.05,1.97,26.42,HIPERMERCADOS,2017,4
04-2017,TOMATES,3600.07,6952.7,1.93,13.85,HIPERMERCADOS,2017,4
04-2017,CEBOLLAS,2332.15,2474.63,1.06,9.04,HIPERMERCADOS,2017,4
04-2017,AJOS,247.55,1173.08,4.74,3.31,HIPERMERCADOS,2017,4
04-2017,COLES,336.97,392.9,1.17,1.79,HIPERMERCADOS,2017,4
04-2017,PEPINOS,471.25,649.13,1.38,3.32,HIPERMERCADOS,2017,4
04-2017,JUDIAS VERDES,343.83,1152.16,3.35,2.53,HIPERMERCADOS,2017,4
04-2017,PIMIENTOS,1324.62,2949.55,2.23,8.67,HIPERMERCADOS,2017,4
04-2017,CHAMPIÑONES+O.SETAS,478.89,1824.35,3.81,4.26,HIPERMERCADOS,2017,4
04-2017,LECHUGA/ESC./ENDIVIA,913.11,3678.78,4.03,7.47,HIPERMERCADOS,2017,4
04-2017,ESPARRAGOS,374.38,1126.57,3.01,2.97,HIPERMERCADOS,2017,4
04-2017,VERDURAS DE HOJA,231.03,779.5,3.37,2.82,HIPERMERCADOS,2017,4
04-2017,BERENJENAS,322.9,477.34,1.48,2.79,HIPERMERCADOS,2017,4
04-2017,ZANAHORIAS,1232.51,1036.44,0.84,7.06,HIPERMERCADOS,2017,4
04-2017,CALABACINES,1471.88,1570.57,1.07,6.35,HIPERMERCADOS,2017,4
04-2017,OTR.HORTALIZAS/VERD.,3310.72,7299.33,0.22,13.29,HIPERMERCADOS,2017,4
04-2017,BROCOLI,393.62,584.4,1.48,2.04,HIPERMERCADOS,2017,4
04-2017,ALCACHOFAS,654.59,794.07,1.21,2.18,HIPERMERCADOS,2017,4
04-2017,VERD./HORT. IV GAMA,1327.48,5604.57,4.22,9.22,HIPERMERCADOS,2017,4
05-2017,TOTAL PATATAS,10335.59,10179.68,0.98,13.91,HIPERMERCADOS,2017,5
05-2017,PATATAS FRESCAS,6071.81,4969.07,0.82,7.15,HIPERMERCADOS,2017,5
05-2017,PATATAS CONGELADAS,376.99,502.2,1.33,1.23,HIPERMERCADOS,2017,5
05-2017,PATATAS PROCESADAS,777.36,4708.4,6.06,8.37,HIPERMERCADOS,2017,5
05-2017,T.HORTALIZAS FRESCAS,16652.6,30995.39,1.86,26.28,HIPERMERCADOS,2017,5
05-2017,TOMATES,4050.99,6979.13,1.72,13.32,HIPERMERCADOS,2017,5
05-2017,CEBOLLAS,2409.45,2562.74,1.06,8.72,HIPERMERCADOS,2017,5
05-2017,AJOS,202.36,999.69,4.94,2.85,HIPERMERCADOS,2017,5
05-2017,COLES,451.62,462.71,1.02,1.43,HIPERMERCADOS,2017,5
05-2017,PEPINOS,577.19,777.71,1.35,3.91,HIPERMERCADOS,2017,5
05-2017,JUDIAS VERDES,304.32,1084.12,3.56,2.11,HIPERMERCADOS,2017,5
05-2017,PIMIENTOS,1342.6,2717.46,2.02,9.17,HIPERMERCADOS,2017,5
05-2017,CHAMPIÑONES+O.SETAS,346.99,1365.34,3.93,4.05,HIPERMERCADOS,2017,5
05-2017,LECHUGA/ESC./ENDIVIA,946.44,3295.9,3.48,8.08,HIPERMERCADOS,2017,5
05-2017,ESPARRAGOS,237.21,935.92,3.95,2.27,HIPERMERCADOS,2017,5
05-2017,VERDURAS DE HOJA,153.51,669.98,4.36,2.09,HIPERMERCADOS,2017,5
05-2017,BERENJENAS,422.18,579.29,1.37,3.08,HIPERMERCADOS,2017,5
05-2017,ZANAHORIAS,1184.33,960.52,0.81,0.63,HIPERMERCADOS,2017,5
05-2017,CALABACINES,1293.29,1429.0,0.11,0.62,HIPERMERCADOS,2017,5
05-2017,OTR.HORTALIZAS/VERD.,2730.11,6175.87,2.26,12.42,HIPERMERCADOS,2017,5
05-2017,BROCOLI,469.46,673.43,1.43,2.22,HIPERMERCADOS,2017,5
05-2017,ALCACHOFAS,295.67,342.02,1.16,1.58,HIPERMERCADOS,2017,5
05-2017,VERD./HORT. IV GAMA,1242.26,4830.67,3.89,9.15,HIPERMERCADOS,2017,5
06-2017,TOTAL PATATAS,9745.77,9463.83,0.97,13.96,HIPERMERCADOS,2017,6
06-2017,PATATAS FRESCAS,5213.4,4078.47,0.78,0.69,HIPERMERCADOS,2017,6
06-2017,PATATAS CONGELADAS,374.43,495.39,1.32,1.17,HIPERMERCADOS,2017,6
06-2017,PATATAS PROCESADAS,831.59,4889.97,5.88,9.06,HIPERMERCADOS,2017,6
06-2017,T.HORTALIZAS FRESCAS,16646.02,30112.53,1.81,26.54,HIPERMERCADOS,2017,6
06-2017,TOMATES,4718.71,7110.3,1.51,14.31,HIPERMERCADOS,2017,6
06-2017,CEBOLLAS,2155.01,2155.43,0.01,8.38,HIPERMERCADOS,2017,6
06-2017,AJOS,344.78,1331.87,3.86,0.03,HIPERMERCADOS,2017,6
06-2017,COLES,171.41,216.04,1.26,0.65,HIPERMERCADOS,2017,6
06-2017,PEPINOS,806.39,976.54,1.21,5.17,HIPERMERCADOS,2017,6
06-2017,JUDIAS VERDES,353.51,1199.8,3.39,2.07,HIPERMERCADOS,2017,6
06-2017,PIMIENTOS,1479.35,2749.41,1.86,9.97,HIPERMERCADOS,2017,6
06-2017,CHAMPIÑONES+O.SETAS,311.43,1153.65,0.37,3.18,HIPERMERCADOS,2017,6
06-2017,LECHUGA/ESC./ENDIVIA,925.44,3027.6,3.27,7.74,HIPERMERCADOS,2017,6
06-2017,ESPARRAGOS,146.92,581.6,3.96,0.17,HIPERMERCADOS,2017,6
06-2017,VERDURAS DE HOJA,146.45,604.32,4.13,2.08,HIPERMERCADOS,2017,6
06-2017,BERENJENAS,513.2,900.79,1.76,2.82,HIPERMERCADOS,2017,6
06-2017,ZANAHORIAS,1071.91,831.4,0.78,5.95,HIPERMERCADOS,2017,6
06-2017,CALABACINES,1319.06,1497.44,1.14,5.98,HIPERMERCADOS,2017,6
06-2017,OTR.HORTALIZAS/VERD.,2182.46,5776.34,2.65,11.25,HIPERMERCADOS,2017,6
06-2017,BROCOLI,229.24,408.24,1.78,1.73,HIPERMERCADOS,2017,6
06-2017,ALCACHOFAS,277.2,365.6,1.32,0.47,HIPERMERCADOS,2017,6
06-2017,VERD./HORT. IV GAMA,1005.59,4692.31,4.67,8.54,HIPERMERCADOS,2017,6
07-2017,TOTAL PATATAS,10590.01,9887.19,0.93,14.81,HIPERMERCADOS,2017,7
07-2017,PATATAS FRESCAS,5780.84,4014.45,0.69,0.68,HIPERMERCADOS,2017,7
07-2017,PATATAS CONGELADAS,429.39,560.24,0.13,1.23,HIPERMERCADOS,2017,7
07-2017,PATATAS PROCESADAS,875.96,5312.5,6.06,1.03,HIPERMERCADOS,2017,7
07-2017,T.HORTALIZAS FRESCAS,15555.65,28584.68,1.84,2.65,HIPERMERCADOS,2017,7
07-2017,TOMATES,4265.31,6598.18,1.55,13.57,HIPERMERCADOS,2017,7
07-2017,CEBOLLAS,2155.32,2196.61,1.02,8.01,HIPERMERCADOS,2017,7
07-2017,AJOS,179.85,893.92,4.97,2.96,HIPERMERCADOS,2017,7
07-2017,COLES,221.05,280.79,1.27,1.06,HIPERMERCADOS,2017,7
07-2017,PEPINOS,852.44,962.43,1.13,5.42,HIPERMERCADOS,2017,7
07-2017,JUDIAS VERDES,262.32,881.96,3.36,1.79,HIPERMERCADOS,2017,7
07-2017,PIMIENTOS,1585.86,2884.54,1.82,1.05,HIPERMERCADOS,2017,7
07-2017,CHAMPIÑONES+O.SETAS,299.46,1198.03,0.04,3.19,HIPERMERCADOS,2017,7
07-2017,LECHUGA/ESC./ENDIVIA,1002.51,3548.62,3.54,8.55,HIPERMERCADOS,2017,7
07-2017,ESPARRAGOS,50.95,333.64,6.55,0.82,HIPERMERCADOS,2017,7
07-2017,VERDURAS DE HOJA,136.24,624.22,4.58,2.04,HIPERMERCADOS,2017,7
07-2017,BERENJENAS,389.98,543.11,1.39,3.05,HIPERMERCADOS,2017,7
07-2017,ZANAHORIAS,1149.54,893.48,0.78,0.62,HIPERMERCADOS,2017,7
07-2017,CALABACINES,1048.76,1309.64,1.25,5.63,HIPERMERCADOS,2017,7
07-2017,OTR.HORTALIZAS/VERD.,1956.06,5435.51,2.78,11.94,HIPERMERCADOS,2017,7
07-2017,BROCOLI,343.63,515.86,0.15,1.88,HIPERMERCADOS,2017,7
07-2017,ALCACHOFAS,89.79,138.17,1.54,0.31,HIPERMERCADOS,2017,7
07-2017,VERD./HORT. IV GAMA,1277.02,5155.78,4.04,9.41,HIPERMERCADOS,2017,7
08-2017,TOTAL PATATAS,9510.03,9180.35,0.97,14.56,HIPERMERCADOS,2017,8
08-2017,PATATAS FRESCAS,4817.92,3783.36,0.79,8.03,HIPERMERCADOS,2017,8
08-2017,PATATAS CONGELADAS,369.35,488.55,1.32,1.19,HIPERMERCADOS,2017,8
08-2017,PATATAS PROCESADAS,864.55,4908.44,5.68,9.19,HIPERMERCADOS,2017,8
08-2017,T.HORTALIZAS FRESCAS,13963.23,26062.27,1.87,24.59,HIPERMERCADOS,2017,8
08-2017,TOMATES,3523.79,5662.11,1.61,12.28,HIPERMERCADOS,2017,8
08-2017,CEBOLLAS,2038.47,2156.98,1.06,7.97,HIPERMERCADOS,2017,8
08-2017,AJOS,172.71,824.15,4.77,2.78,HIPERMERCADOS,2017,8
