Fecha,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Canal_Venta,Año,Mes
04-2020,PATATAS FRESCAS,2641.36,2855.64,1.08,2.54,INTERNET,2020,4
04-2020,PATATAS CONGELADAS,109.54,163.68,1.49,0.41,INTERNET,2020,4
04-2020,PATATAS PROCESADAS,272.89,1538.1,5.64,2.17,INTERNET,2020,4
04-2020,PATATAS FRITAS,175.86,1382.8,7.86,2.04,INTERNET,2020,4
04-2020,T.HORTALIZAS FRESCAS,6031.79,13855.79,0.23,6.15,INTERNET,2020,4
04-2020,TOMATES,1160.44,2671.09,0.23,3.42,INTERNET,2020,4
04-2020,CEBOLLAS,907.61,1428.06,1.57,2.24,INTERNET,2020,4
04-2020,AJOS,100.43,417.74,4.16,1.21,INTERNET,2020,4
04-2020,COLES,293.75,458.32,1.56,0.81,INTERNET,2020,4
04-2020,PEPINOS,117.78,185.27,1.57,0.78,INTERNET,2020,4
04-2020,JUDIAS VERDES,161.81,590.41,3.65,1.17,INTERNET,2020,4
04-2020,PIMIENTOS,554.58,1457.57,2.63,2.41,INTERNET,2020,4
04-2020,CHAMPIÑONES+O.SETAS,69.26,283.0,4.09,0.81,INTERNET,2020,4
04-2020,LECHUGA/ESC./ENDIVIA,349.91,1211.37,3.46,2.42,INTERNET,2020,4
04-2020,ESPARRAGOS,101.98,215.93,2.12,0.39,INTERNET,2020,4
04-2020,VERDURAS DE HOJA,119.73,354.58,2.96,0.78,INTERNET,2020,4
04-2020,BERENJENAS,203.58,413.19,2.03,1.19,INTERNET,2020,4
04-2020,ZANAHORIAS,439.45,491.57,1.12,1.97,INTERNET,2020,4
04-2020,CALABACINES,500.62,953.15,0.19,1.79,INTERNET,2020,4
04-2020,OTR.HORTALIZAS/VERD.,950.88,2724.53,2.87,0.31,INTERNET,2020,4
04-2020,BROCOLI,121.57,239.86,1.97,0.69,INTERNET,2020,4
04-2020,ALCACHOFAS,122.09,244.26,0.02,0.43,INTERNET,2020,4
04-2020,APIO,66.28,129.25,1.95,0.38,INTERNET,2020,4
04-2020,COLIFLOR,44.63,107.67,2.41,0.21,INTERNET,2020,4
04-2020,VERD./HORT. IV GAMA,509.97,1883.42,3.69,2.18,INTERNET,2020,4
04-2020,PUERRO,106.29,342.32,3.22,0.86,INTERNET,2020,4
05-2020,TOTAL PATATAS,3181.45,3677.16,1.16,3.32,INTERNET,2020,5
05-2020,PATATAS FRESCAS,2028.38,2113.06,1.04,1.98,INTERNET,2020,5
05-2020,PATATAS CONGELADAS,139.7,200.22,1.43,0.39,INTERNET,2020,5
05-2020,PATATAS PROCESADAS,202.67,1363.89,6.73,1.86,INTERNET,2020,5
05-2020,PATATAS FRITAS,148.54,1261.1,8.49,1.69,INTERNET,2020,5
05-2020,T.HORTALIZAS FRESCAS,4503.26,10077.4,2.24,5.51,INTERNET,2020,5
05-2020,TOMATES,971.56,1977.41,2.04,0.29,INTERNET,2020,5
05-2020,CEBOLLAS,737.05,1038.01,1.41,2.36,INTERNET,2020,5
05-2020,AJOS,52.48,275.34,5.25,0.79,INTERNET,2020,5
05-2020,COLES,81.41,121.46,1.49,0.33,INTERNET,2020,5
05-2020,PEPINOS,113.67,207.22,1.82,0.79,INTERNET,2020,5
05-2020,JUDIAS VERDES,105.23,407.23,3.87,0.59,INTERNET,2020,5
05-2020,PIMIENTOS,332.75,813.88,2.45,1.41,INTERNET,2020,5
05-2020,CHAMPIÑONES+O.SETAS,82.92,362.65,4.37,0.72,INTERNET,2020,5
05-2020,LECHUGA/ESC./ENDIVIA,282.81,1017.04,0.36,1.93,INTERNET,2020,5
05-2020,ESPARRAGOS,30.62,146.39,4.78,0.03,INTERNET,2020,5
05-2020,VERDURAS DE HOJA,77.2,248.53,3.22,0.07,INTERNET,2020,5
05-2020,BERENJENAS,193.71,373.55,1.93,1.08,INTERNET,2020,5
05-2020,ZANAHORIAS,329.03,376.61,1.14,1.55,INTERNET,2020,5
05-2020,CALABACINES,373.67,604.76,1.62,0.15,INTERNET,2020,5
05-2020,OTR.HORTALIZAS/VERD.,739.15,2107.32,2.85,2.57,INTERNET,2020,5
05-2020,BROCOLI,107.72,269.24,0.25,0.62,INTERNET,2020,5
05-2020,ALCACHOFAS,94.52,209.23,2.21,0.28,INTERNET,2020,5
05-2020,APIO,38.87,86.42,2.22,0.27,INTERNET,2020,5
05-2020,COLIFLOR,39.43,75.18,1.91,0.17,INTERNET,2020,5
05-2020,VERD./HORT. IV GAMA,466.52,1731.26,3.71,2.18,INTERNET,2020,5
05-2020,PUERRO,89.53,286.35,0.32,0.68,INTERNET,2020,5
06-2020,TOTAL PATATAS,2789.74,3133.07,1.12,2.69,INTERNET,2020,6
06-2020,PATATAS FRESCAS,1818.86,1844.74,1.01,1.69,INTERNET,2020,6
06-2020,PATATAS CONGELADAS,118.54,294.45,2.48,0.34,INTERNET,2020,6
06-2020,PATATAS PROCESADAS,170.47,993.88,5.83,1.28,INTERNET,2020,6
06-2020,PATATAS FRITAS,100.2,860.1,8.58,1.08,INTERNET,2020,6
06-2020,T.HORTALIZAS FRESCAS,3202.4,7118.98,2.22,4.55,INTERNET,2020,6
06-2020,TOMATES,782.53,1583.77,2.02,2.32,INTERNET,2020,6
06-2020,CEBOLLAS,390.3,528.84,1.35,1.55,INTERNET,2020,6
06-2020,AJOS,34.09,179.56,5.27,0.61,INTERNET,2020,6
06-2020,COLES,80.16,192.41,0.24,0.25,INTERNET,2020,6
06-2020,PEPINOS,110.11,182.61,1.66,0.66,INTERNET,2020,6
06-2020,JUDIAS VERDES,61.21,220.72,3.61,0.64,INTERNET,2020,6
06-2020,PIMIENTOS,262.03,558.54,2.13,1.57,INTERNET,2020,6
06-2020,CHAMPIÑONES+O.SETAS,81.63,349.29,4.28,0.87,INTERNET,2020,6
06-2020,LECHUGA/ESC./ENDIVIA,261.41,846.77,3.24,1.84,INTERNET,2020,6
06-2020,ESPARRAGOS,30.55,64.27,0.21,0.14,INTERNET,2020,6
06-2020,VERDURAS DE HOJA,66.9,233.15,3.48,0.48,INTERNET,2020,6
06-2020,BERENJENAS,152.08,260.11,1.71,0.68,INTERNET,2020,6
06-2020,ZANAHORIAS,234.53,223.01,0.95,1.16,INTERNET,2020,6
06-2020,CALABACINES,243.35,410.55,1.69,1.06,INTERNET,2020,6
06-2020,OTR.HORTALIZAS/VERD.,411.51,1285.36,3.12,1.65,INTERNET,2020,6
06-2020,BROCOLI,51.19,115.99,2.27,0.24,INTERNET,2020,6
06-2020,ALCACHOFAS,15.12,42.75,2.83,0.11,INTERNET,2020,6
06-2020,APIO,47.58,80.49,1.69,0.25,INTERNET,2020,6
06-2020,COLIFLOR,9.49,20.36,2.14,0.03,INTERNET,2020,6
06-2020,VERD./HORT. IV GAMA,386.1,1266.58,3.28,1.66,INTERNET,2020,6
06-2020,PUERRO,40.26,158.08,3.93,0.42,INTERNET,2020,6
