Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,133.20741,192.36191,144,7947,,,SUPERMERCADO,2013 ,Octubre
NARANJAS,15.45575,21.24824,137,2201,,,SUPERMERCADO,2013 ,Octubre
MANDARINAS,9.55057,12.79113,134,2652,,,SUPERMERCADO,2013 ,Octubre
LIMONES,3.51632,6.08741,173,2268,,,SUPERMERCADO,2013 ,Octubre
PLATANOS,22.20876,32.06985,144,5502,,,SUPERMERCADO,2013 ,Octubre
MANZANAS,14.72609,21.05647,143,3819,,,SUPERMERCADO,2013 ,Octubre
PERAS,9.56318,13.86277,145,3229,,,SUPERMERCADO,2013 ,Octubre
MELOCOTONES,7.34957,11.69752,159,2305,,,SUPERMERCADO,2013 ,Octubre
ALBARICOQUES,12013,17450,145,076,,,SUPERMERCADO,2013 ,Octubre
FRESAS/FRESON,33877,73550,217,202,,,SUPERMERCADO,2013 ,Octubre
MELON,16.15238,12.02096,074,195,,,SUPERMERCADO,2013 ,Octubre
SANDIA,4.71569,2.81464,06,526,,,SUPERMERCADO,2013 ,Octubre
CIRUELAS,2.63807,4.72541,179,1174,,,SUPERMERCADO,2013 ,Octubre
CEREZAS,22129,39823,18,133,,,SUPERMERCADO,2013 ,Octubre
UVAS,6.26243,11.34059,181,207,,,SUPERMERCADO,2013 ,Octubre
KIWI,5.04868,12.88927,255,1959,,,SUPERMERCADO,2013 ,Octubre
AGUACATE,1.01898,2.98480,293,716,,,SUPERMERCADO,2013 ,Octubre
PIÑA,2.93517,3.98938,136,953,,,SUPERMERCADO,2013 ,Octubre
OTRAS FRUTAS FRESCAS,11.38558,21.47524,189,3344,,,SUPERMERCADO,2013 ,Octubre
FRUTAS IV GAMA,3.17004,4.94219,156,832,,,SUPERMERCADO,2013 ,Octubre
FRUTAS ECOLOGICAS,7.00773,8.81900,126,949,,,SUPERMERCADO,2013 ,Octubre
