Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,137.39473,211.23287,154,8195,,,SUPERMERCADO,2017 ,Noviembre
NARANJAS,29.08141,27.92135,096,3042,,,SUPERMERCADO,2017 ,Noviembre
MANDARINAS,18.79183,23.85340,127,3611,,,SUPERMERCADO,2017 ,Noviembre
LIMONES,4.08076,7.16740,176,229,,,SUPERMERCADO,2017 ,Noviembre
PLATANOS,27.01024,41.85718,155,5883,,,SUPERMERCADO,2017 ,Noviembre
MANZANAS,15.74800,21.98718,14,3938,,,SUPERMERCADO,2017 ,Noviembre
PERAS,9.10879,12.99267,143,2878,,,SUPERMERCADO,2017 ,Noviembre
MELOCOTONES,34350,60324,176,185,,,SUPERMERCADO,2017 ,Noviembre
NECTARINAS,25949,36960,142,105,,,SUPERMERCADO,2017 ,Noviembre
ALBARICOQUES,9579,15901,166,046,,,SUPERMERCADO,2017 ,Noviembre
FRESAS/FRESON,38241,1.26307,33,253,,,SUPERMERCADO,2017 ,Noviembre
MELON,3.46878,4.82402,139,52,,,SUPERMERCADO,2017 ,Noviembre
SANDIA,28634,38063,133,083,,,SUPERMERCADO,2017 ,Noviembre
CIRUELAS,51903,1.00077,193,385,,,SUPERMERCADO,2017 ,Noviembre
CEREZAS,4315,29561,685,04,,,SUPERMERCADO,2017 ,Noviembre
UVAS,3.24827,9.49020,292,1344,,,SUPERMERCADO,2017 ,Noviembre
KIWI,5.69119,18.10969,318,197,,,SUPERMERCADO,2017 ,Noviembre
AGUACATE,1.84666,7.08606,384,1139,,,SUPERMERCADO,2017 ,Noviembre
PIÑA,4.99460,6.28565,126,1159,,,SUPERMERCADO,2017 ,Noviembre
OTRAS FRUTAS FRESCAS,12.39449,25.58612,206,3366,,,SUPERMERCADO,2017 ,Noviembre
POMELO,53760,94773,176,158,,,SUPERMERCADO,2017 ,Noviembre
CHIRIMOYA,410,436,106,003,,,SUPERMERCADO,2017 ,Noviembre
FRUTAS IV GAMA,2.40039,5.04335,21,89,,,SUPERMERCADO,2017 ,Noviembre
