Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,150.26066,191.58969,128,786,,,SUPERMERCADO,2013 ,Septiembre
NARANJAS,12.71131,18.40563,145,183,,,SUPERMERCADO,2013 ,Septiembre
MANDARINAS,1.02793,2.03142,198,509,,,SUPERMERCADO,2013 ,Septiembre
LIMONES,3.50312,6.67188,19,2234,,,SUPERMERCADO,2013 ,Septiembre
PLATANOS,19.88621,28.66291,144,5137,,,SUPERMERCADO,2013 ,Septiembre
MANZANAS,10.60510,17.35282,164,3212,,,SUPERMERCADO,2013 ,Septiembre
PERAS,6.93308,10.28192,148,2729,,,SUPERMERCADO,2013 ,Septiembre
MELOCOTONES,11.23130,17.11318,152,3168,,,SUPERMERCADO,2013 ,Septiembre
ALBARICOQUES,14341,26584,185,066,,,SUPERMERCADO,2013 ,Septiembre
FRESAS/FRESON,75439,1.24536,165,259,,,SUPERMERCADO,2013 ,Septiembre
MELON,33.69899,21.26536,063,3272,,,SUPERMERCADO,2013 ,Septiembre
SANDIA,20.27389,11.43063,056,2083,,,SUPERMERCADO,2013 ,Septiembre
CIRUELAS,3.76285,7.00864,186,1573,,,SUPERMERCADO,2013 ,Septiembre
CEREZAS,31076,55740,179,145,,,SUPERMERCADO,2013 ,Septiembre
UVAS,4.77688,9.42544,197,1829,,,SUPERMERCADO,2013 ,Septiembre
KIWI,4.56972,12.10292,265,1802,,,SUPERMERCADO,2013 ,Septiembre
AGUACATE,78452,2.44006,311,569,,,SUPERMERCADO,2013 ,Septiembre
PIÑA,1.97043,2.98454,151,82,,,SUPERMERCADO,2013 ,Septiembre
OTRAS FRUTAS FRESCAS,13.31676,22.34375,168,3484,,,SUPERMERCADO,2013 ,Septiembre
FRUTAS IV GAMA,3.99849,5.49859,138,879,,,SUPERMERCADO,2013 ,Septiembre
FRUTAS ECOLOGICAS,7.26040,9.25430,127,113,,,SUPERMERCADO,2013 ,Septiembre
