Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,144.49631,228.32743,158,8193,,,SUPERMERCADO,2017 ,Octubre
NARANJAS,19.52025,24.75297,127,2281,,,SUPERMERCADO,2017 ,Octubre
MANDARINAS,9.68680,14.53172,15,2693,,,SUPERMERCADO,2017 ,Octubre
LIMONES,4.37209,8.09025,185,2289,,,SUPERMERCADO,2017 ,Octubre
PLATANOS,25.82901,38.66814,15,5807,,,SUPERMERCADO,2017 ,Octubre
MANZANAS,16.80062,22.21315,132,3938,,,SUPERMERCADO,2017 ,Octubre
PERAS,10.76887,15.21279,141,3234,,,SUPERMERCADO,2017 ,Octubre
MELOCOTONES,5.02993,9.29440,185,1642,,,SUPERMERCADO,2017 ,Octubre
NECTARINAS,1.42513,2.05855,144,624,,,SUPERMERCADO,2017 ,Octubre
ALBARICOQUES,7498,11067,148,067,,,SUPERMERCADO,2017 ,Octubre
FRESAS/FRESON,36140,1.36145,377,292,,,SUPERMERCADO,2017 ,Octubre
MELON,12.32839,11.68842,095,1864,,,SUPERMERCADO,2017 ,Octubre
SANDIA,6.98047,4.36260,062,889,,,SUPERMERCADO,2017 ,Octubre
CIRUELAS,1.74425,3.18895,183,1028,,,SUPERMERCADO,2017 ,Octubre
CEREZAS,6087,14179,233,032,,,SUPERMERCADO,2017 ,Octubre
UVAS,6.22161,14.12371,227,2071,,,SUPERMERCADO,2017 ,Octubre
KIWI,5.04092,18.00433,357,1839,,,SUPERMERCADO,2017 ,Octubre
AGUACATE,1.82411,7.11677,39,1281,,,SUPERMERCADO,2017 ,Octubre
PIÑA,4.38823,5.67470,129,111,,,SUPERMERCADO,2017 ,Octubre
OTRAS FRUTAS FRESCAS,12.03838,27.73207,23,3568,,,SUPERMERCADO,2017 ,Octubre
POMELO,60493,1.21415,201,232,,,SUPERMERCADO,2017 ,Octubre
CHIRIMOYA,000,000,0,0,,,SUPERMERCADO,2017 ,Octubre
FRUTAS IV GAMA,2.90218,5.47283,189,986,,,SUPERMERCADO,2017 ,Octubre
