Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,133.29956,181.18738,136,8032,,,SUPERMERCADO,2016 ,Enero
NARANJAS,35.19105,27.98263,08,3185,,,SUPERMERCADO,2016 ,Enero
MANDARINAS,19.76898,24.53444,124,3385,,,SUPERMERCADO,2016 ,Enero
LIMONES,3.31615,5.76172,174,1829,,,SUPERMERCADO,2016 ,Enero
PLATANOS,24.74865,34.68240,14,5677,,,SUPERMERCADO,2016 ,Enero
MANZANAS,18.57802,23.59791,127,4197,,,SUPERMERCADO,2016 ,Enero
PERAS,8.24751,11.34654,138,2584,,,SUPERMERCADO,2016 ,Enero
MELOCOTONES,3914,5613,143,022,,,SUPERMERCADO,2016 ,Enero
NECTARINAS,31385,43646,139,103,,,SUPERMERCADO,2016 ,Enero
ALBARICOQUES,6595,7176,109,032,,,SUPERMERCADO,2016 ,Enero
FRESAS/FRESON,3.89459,12.25243,315,2119,,,SUPERMERCADO,2016 ,Enero
MELON,2.22778,2.99294,134,4,,,SUPERMERCADO,2016 ,Enero
SANDIA,1966,7343,374,009,,,SUPERMERCADO,2016 ,Enero
CIRUELAS,12232,33565,274,084,,,SUPERMERCADO,2016 ,Enero
CEREZAS,2292,6253,273,021,,,SUPERMERCADO,2016 ,Enero
UVAS,1.69661,4.55342,268,894,,,SUPERMERCADO,2016 ,Enero
KIWI,5.11019,11.88283,233,2008,,,SUPERMERCADO,2016 ,Enero
AGUACATE,1.23937,4.46902,361,921,,,SUPERMERCADO,2016 ,Enero
PIÑA,3.46759,4.98223,144,1054,,,SUPERMERCADO,2016 ,Enero
OTRAS FRUTAS FRESCAS,5.22923,11.11293,213,1992,,,SUPERMERCADO,2016 ,Enero
FRUTAS IV GAMA,1.70933,3.61662,212,684,,,SUPERMERCADO,2016 ,Enero
