Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,142.38567,205.04275,144,8151,,,SUPERMERCADO,2013,Abril
NARANJAS,38.66315,32.39911,84,3546,,,SUPERMERCADO,2013,Abril
MANDARINAS,5.70185,9.72175,171,153,,,SUPERMERCADO,2013,Abril
LIMONES,3.05341,4.51845,148,1883,,,SUPERMERCADO,2013,Abril
PLATANOS,26.26738,35.61547,136,5832,,,SUPERMERCADO,2013,Abril
MANZANAS,19.90996,29.17953,147,4344,,,SUPERMERCADO,2013,Abril
PERAS,8.5942,15.54572,181,2716,,,SUPERMERCADO,2013,Abril
MELOCOTONES,18191,34967,192,81,,,SUPERMERCADO,2013,Abril
ALBARICOQUES,7345,21985,299,8,,,SUPERMERCADO,2013,Abril
FRESAS/FRESON,17.70027,33.61114,19,4991,,,SUPERMERCADO,2013,Abril
MELON,3.60655,5.76845,16,738,,,SUPERMERCADO,2013,Abril
SANDIA,2.28555,3.33778,146,553,,,SUPERMERCADO,2013,Abril
CIRUELAS,50144,1.26136,252,322,,,SUPERMERCADO,2013,Abril
CEREZAS,25900,47943,185,12,,,SUPERMERCADO,2013,Abril
UVAS,79013,2.50638,317,338,,,SUPERMERCADO,2013,Abril
KIWI,6.42626,12.81192,199,2359,,,SUPERMERCADO,2013,Abril
AGUACATE,1.08974,3.30085,303,789,,,SUPERMERCADO,2013,Abril
PIÑA,3.51878,5.61367,16,1021,,,SUPERMERCADO,2013,Abril
OTRAS FRUTAS FRESCAS,3.76265,8.80223,234,141,,,SUPERMERCADO,2013,Abril
FRUTAS IV GAMA,4.85168,7.07844,146,1188,,,SUPERMERCADO,2013,Abril
FRUTAS ECOLOGICAS,6.37377,9.64654,151,1044,,,SUPERMERCADO,2013,Abril
