Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,180.44988,214.10717,119,79,,,SUPERMERCADO,2017 ,Agosto
NARANJAS,14.94014,17.46561,117,162,,,SUPERMERCADO,2017 ,Agosto
MANDARINAS,34987,88480,253,167,,,SUPERMERCADO,2017 ,Agosto
LIMONES,4.18511,8.99730,215,2232,,,SUPERMERCADO,2017 ,Agosto
PLATANOS,18.82358,27.40560,146,4811,,,SUPERMERCADO,2017 ,Agosto
MANZANAS,9.67318,13.30387,138,3011,,,SUPERMERCADO,2017 ,Agosto
PERAS,5.01680,8.20271,164,2019,,,SUPERMERCADO,2017 ,Agosto
MELOCOTONES,12.77197,17.25127,135,3286,,,SUPERMERCADO,2017 ,Agosto
NECTARINAS,10.05258,12.15071,121,2673,,,SUPERMERCADO,2017 ,Agosto
ALBARICOQUES,88849,1.84657,208,605,,,SUPERMERCADO,2017 ,Agosto
FRESAS/FRESON,39624,1.76830,446,345,,,SUPERMERCADO,2017 ,Agosto
MELON,35.55314,24.87886,07,3719,,,SUPERMERCADO,2017 ,Agosto
SANDIA,43.55184,23.11042,053,3374,,,SUPERMERCADO,2017 ,Agosto
CIRUELAS,3.45455,5.60310,162,1718,,,SUPERMERCADO,2017 ,Agosto
CEREZAS,35673,99215,278,304,,,SUPERMERCADO,2017 ,Agosto
UVAS,2.95425,6.88442,233,1131,,,SUPERMERCADO,2017 ,Agosto
KIWI,4.25447,13.95947,328,1582,,,SUPERMERCADO,2017 ,Agosto
AGUACATE,1.88714,6.91053,366,1363,,,SUPERMERCADO,2017 ,Agosto
PIÑA,1.81657,3.15894,174,647,,,SUPERMERCADO,2017 ,Agosto
OTRAS FRUTAS FRESCAS,9.52324,19.33254,203,3061,,,SUPERMERCADO,2017 ,Agosto
POMELO,99224,1.68807,17,275,,,SUPERMERCADO,2017 ,Agosto
CHIRIMOYA,000,000,0,0,,,SUPERMERCADO,2017 ,Agosto
FRUTAS IV GAMA,4.99999,6.68669,134,1121,,,SUPERMERCADO,2017 ,Agosto
