Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,152.38412,228.31406,15,797,,,SUPERMERCADO,2013 ,Junio
NARANJAS,20.35495,21.74747,107,253,,,SUPERMERCADO,2013 ,Junio
MANDARINAS,23783,39443,166,111,,,SUPERMERCADO,2013 ,Junio
LIMONES,3.17361,5.27086,166,1908,,,SUPERMERCADO,2013 ,Junio
PLATANOS,20.86024,32.40291,155,5186,,,SUPERMERCADO,2013 ,Junio
MANZANAS,13.09547,22.79795,174,355,,,SUPERMERCADO,2013 ,Junio
PERAS,4.25418,9.26867,218,1675,,,SUPERMERCADO,2013 ,Junio
MELOCOTONES,4.74819,9.52210,201,1811,,,SUPERMERCADO,2013 ,Junio
ALBARICOQUES,4.67262,9.80859,21,1957,,,SUPERMERCADO,2013 ,Junio
FRESAS/FRESON,3.21187,7.80809,243,1703,,,SUPERMERCADO,2013 ,Junio
MELON,19.66941,19.97090,102,2972,,,SUPERMERCADO,2013 ,Junio
SANDIA,32.02798,25.40982,079,3139,,,SUPERMERCADO,2013 ,Junio
CIRUELAS,89488,2.02788,227,633,,,SUPERMERCADO,2013 ,Junio
CEREZAS,5.64278,18.90413,335,2314,,,SUPERMERCADO,2013 ,Junio
UVAS,41837,1.18219,283,263,,,SUPERMERCADO,2013 ,Junio
KIWI,4.98193,11.63096,233,1961,,,SUPERMERCADO,2013 ,Junio
AGUACATE,98712,2.95323,299,711,,,SUPERMERCADO,2013 ,Junio
PIÑA,2.72586,3.87952,142,818,,,SUPERMERCADO,2013 ,Junio
OTRAS FRUTAS FRESCAS,10.42684,23.33436,224,3218,,,SUPERMERCADO,2013 ,Junio
FRUTAS IV GAMA,4.97020,7.41575,149,1071,,,SUPERMERCADO,2013 ,Junio
FRUTAS ECOLOGICAS,7.10652,10.97171,154,1006,,,SUPERMERCADO,2013 ,Junio
