Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),,,Canal_Venta,Año,Mes
T.FRUTAS FRESCAS,138.70211,231.21450,167,8327,,,SUPERMERCADO,2019 ,Febrero
NARANJAS,34.26748,28.87107,084,3203,,,SUPERMERCADO,2019 ,Febrero
MANDARINAS,14.42327,21.90918,152,3228,,,SUPERMERCADO,2019 ,Febrero
LIMONES,3.49329,5.08557,146,1867,,,SUPERMERCADO,2019 ,Febrero
PLATANOS,29.00344,47.24431,163,6157,,,SUPERMERCADO,2019 ,Febrero
MANZANAS,19.00488,27.96944,147,4287,,,SUPERMERCADO,2019 ,Febrero
PERAS,8.02370,11.60465,145,2778,,,SUPERMERCADO,2019 ,Febrero
MELOCOTONES,6357,10787,17,027,,,SUPERMERCADO,2019 ,Febrero
NECTARINAS,20482,32046,156,073,,,SUPERMERCADO,2019 ,Febrero
ALBARICOQUES,16273,17947,11,063,,,SUPERMERCADO,2019 ,Febrero
FRESAS/FRESON,9.77634,34.44102,352,3634,,,SUPERMERCADO,2019 ,Febrero
MELON,2.42726,3.84559,158,407,,,SUPERMERCADO,2019 ,Febrero
SANDIA,2735,11932,436,021,,,SUPERMERCADO,2019 ,Febrero
CIRUELAS,41762,1.01771,244,296,,,SUPERMERCADO,2019 ,Febrero
CEREZAS,1022,1870,183,011,,,SUPERMERCADO,2019 ,Febrero
UVAS,1.68990,6.70184,397,78,,,SUPERMERCADO,2019 ,Febrero
KIWI,4.94177,14.01957,284,2281,,,SUPERMERCADO,2019 ,Febrero
AGUACATE,2.47576,9.41425,38,1712,,,SUPERMERCADO,2019 ,Febrero
PIÑA,4.58278,6.82932,149,118,,,SUPERMERCADO,2019 ,Febrero
OTRAS FRUTAS FRESCAS,3.70592,11.51516,311,1772,,,SUPERMERCADO,2019 ,Febrero
POMELO,55378,83463,151,182,,,SUPERMERCADO,2019 ,Febrero
CHIRIMOYA,000,000,0,0,,,SUPERMERCADO,2019 ,Febrero
MANGO,1.35488,3.10125,229,716,,,SUPERMERCADO,2019 ,Febrero
FRUTAS IV GAMA,6.40915,13.39219,209,1772,,,SUPERMERCADO,2019 ,Febrero
